hp_response_id,source_row,PROLIFIC_PID,treatment,allocation,memory,hp,social_proximity,sp_num,Market,category_num,category,classification_origin,similarity_dg_kw_control_rater_1,similarity_dg_kw_control_rater_2,similarity_dg_kw_control_rater_3,similarity_dg_kw_control_mean,similarity_dg_kw_market_rater_1,similarity_dg_kw_market_rater_2,similarity_dg_kw_market_rater_3,similarity_dg_kw_market_mean
HP2862,2862,5d5a72b1f6a633000186827b,kw,0.0,This may be similar to placing a bet and losing half of the money.,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,3,6,21,10.0,5,38,6,16.333333333333332
HP2863,2863,65e1e4ec67a8ab131c6868f2,kw,12.0,as stated aabove this would not benefit either player,6,Anonymous peer,2,1,3,Self-interest,gpt_5_6_round7,3,8,18,9.666666666666666,13,44,20,25.666666666666668
HP2864,2864,680d2d86e66d1e2a91357982,kw,12.0,This makes zero sense ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,1,1,4,2.0,1,1,2,1.3333333333333333
HP2865,2865,65cbbb9b37abca7a65bc8f97,kw,11.0,"Losing your bank card, it is inconvenient to call the bank and get another one issued but it is tolerable. ",6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,1,2,2,1.6666666666666667,1,5,1,2.3333333333333335
HP2866,2866,650c3ea3bb7f3b500e2db7a1,kw,9.0,A half price sale to increase demand from my customers,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,7,7,32,15.333333333333334,75,66,40,60.333333333333336
HP2867,2867,6140ce04fc55c3149baf0f8b,kw,12.0,This price difference is someting recall happening as a child when we used to buy sinlge bubble gum at the corner shop. They's sometimes get old and they would reduce the price.,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,7,6,29,14.0,67,61,32,53.333333333333336
HP2868,2868,59f22a9fd6380600018b2929,kw,12.0,Adding six dollars of my own money to my kid's piggy bank,6,Friend,4,1,1,Moral,gpt_5_6_round7,56,63,76,65.0,7,28,8,14.333333333333334
HP2869,2869,676aa8c77ae361d05e202994,kw,8.0,"being equal to each other, both are getting the same value. Showing an equality amongst each other.",6,Anonymous peer,2,1,1,Moral,gpt_5_6_round7,45,44,65,51.333333333333336,13,39,34,28.666666666666668
HP2870,2870,6786abc3a98055356d70eb64,kw,4.0,"
Dropping the price by $6 feels like when a store runs a mid-level sale, like taking several dollars off a shirt or a pair of headphones—not a massive clearance deal, but enough to make you pause and think it’s a decent offer.
",6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,7,34,15.666666666666666,67,67,36,56.666666666666664
HP2871,2871,5fa2b9a3c1d67f3a311db672,kw,6.0,Asking a friend to do a paid job with you and splitting the profit. ,6,Friend,4,1,2,Mutual Benefit / Cooperation,inherited_hpmin,32,50,65,49.0,27,45,36,36.0
HP2872,2872,66d85bf2a76bd30f73bf7d6a,kw,10.0,A half-price sale in a shop,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,35,15.666666666666666,67,65,34,55.333333333333336
HP2873,2873,5a9ac3061eda410001366658,kw,6.0,"I see this one as a level of fairness where I ensure that both myself and the counterparty receive the same amount of money. It could be one of those scenarios where I'm given a set amount of money and allowed to split whatever amount I want with the other person. In the spirit of fairness, I send half to the other person. ",6,Abstract stranger,1,1,1,Moral,inherited_hpmin,95,73,91,86.33333333333333,30,55,44,43.0
HP2874,2874,6914dc322c5412011be92338,kw,7.0,College kids trying to strategize on how to be fair but also get a good deal when selling things to other students,6,Anonymous peer,2,1,1,Moral,inherited_hpmin,16,10,40,22.0,65,50,28,47.666666666666664
HP2875,2875,5f1c27b2554a0f483df235e7,kw,4.0,"I am selling a used item online starts with a listed price of $12. A potential buyer says they are interested but think the price is too high. Wanting to make sure the item sells quickly, the seller reduces the price by $6, bringing it down to $6 so that the buyer is more likely to agree. This could happen on something like vinted.",6,Abstract stranger,1,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,12,8,40,20.0,85,80,48,71.0
HP2876,2876,61019bc7cffccb7dc8d612b2,kw,11.0,A sale that is happening at a store,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,29,13.333333333333334,59,56,30,48.333333333333336
HP2877,2877,60a2dc7661911b5c61c28b51,kw,11.0,It's similar to losing half of my money,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,5,7,26,12.666666666666666,12,45,8,21.666666666666668
HP2878,2878,5ad0422dfb109b0001a30f35,kw,12.0,Half the value and therefore the volume and quality of data should reduce by half,6,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,4,6,15,8.333333333333334,86,52,35,57.666666666666664
HP2879,2879,6303d61b4d70a5c93f583475,kw,9.0,This is quite a significant change and I would find it quite unsettling/stressful in real-life,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,2,4,10,5.333333333333333,6,20,8,11.333333333333334
HP2880,2880,5ede22703409e1042973a050,kw,12.0,I find it similar to taking pity on someone to help them out.,6,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,35,24,65,41.333333333333336,5,30,18,17.666666666666668
HP2881,2881,5a4d194c87c6f8000137d680,kw,12.0,I have no clue what you want me to put here taking 6 dollars from the price of a 12 dollar item is just a 50% price cut.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,34,15.0,74,79,44,65.66666666666667
HP2882,2882,5d5ae10ebe4ce30015ee95e2,kw,2.0,Just sharing with another person,6,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,49,57,69,58.333333333333336,10,29,18,19.0
HP2883,2883,6647e64e68a80c2df0ecede1,kw,9.0,Something on clearance.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,28,13.333333333333334,62,59,32,51.0
HP2884,2884,6819f6ed2c103fe0803b1cb5,kw,12.0,"This would be similar to a closing down sale for a shop, where they were selling unsold stock for less than they paid for it. ",6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,8,7,29,14.666666666666666,70,68,38,58.666666666666664
HP2885,2885,63e51bd9b573cd46809e1d56,kw,7.0,"This feels like agreeing to a slightly bigger discount because you want to be fair, even if it’s not ideal for you. Kind of like when you’re negotiating rent for a sublet and you drop the price a bit more than you wanted just so the person commits to taking the place.",6,Abstract stranger,1,1,1,Moral,inherited_hpmin,15,11,45,23.666666666666668,81,72,42,65.0
HP2886,2886,6346ab31c7d314a6aad343d5,kw,12.0,-$6 is like going to the shop for a drink and then being short changed from the shop clerk too,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,3,4,6,4.333333333333333,7,32,8,15.666666666666666
HP2887,2887,5e3d98be8ed4a5000e47cf4c,kw,0.0,It sounds like off loading of a cheap product.,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,5,5,24,11.333333333333334,39,49,28,38.666666666666664
HP2888,2888,5c5243d45acab700012608c7,kw,12.0,$6 would buy me a nice bowl of soup,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,11,6.0,14,19,5,12.666666666666666
HP2889,2889,67ea369e95f5a4a14b11b557,kw,6.0,It's similar to being equal to another person in doing the same job and earning the same amount of money.  And buying the same item.,6,Anonymous peer,2,1,1,Moral,inherited_hpmin,20,37,48,35.0,18,35,24,25.666666666666668
HP2890,2890,614d9188dc315950026a6102,kw,12.0,Selling items on Ebay.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,7,7,24,12.666666666666666,59,40,30,43.0
HP2891,2891,5ea7e9f15bc7011d31958608,kw,8.0,A retail reduction such as going to the sales in January when shops are trying to shift their stock,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,7,6,31,14.666666666666666,67,64,35,55.333333333333336
HP2892,2892,5dfcf9a12e47259f5bdcd77f,kw,10.5,Post Christmas sales (end of Dec/Start of Jan) in order to encourage sales from a market that will have relatively little disposable cash left following the festive period.  ,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,7,31,14.666666666666666,67,62,34,54.333333333333336
HP2893,2893,5e15047894d5eeb157532e7f,kw,4.0,Price of a big mac in mcdonalds,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,10,5.666666666666667,14,14,4,10.666666666666666
HP2894,2894,641571922d04f807e7157a04,kw,10.0,Tge price for Fries.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,8,5.0,14,12,4,10.0
HP2895,2895,5d0b6647e28fd700010c55ac,kw,6.0,Halfing the price of something,6,No mention of recipient,0,1,1,Moral,inherited_hpmin,7,6,34,15.666666666666666,68,68,38,58.0
HP2896,2896,5f4738bfa043201203a27b4b,kw,12.0,I find it similar to going out to dinner with a friend.  We get an appetizer that has 12 breadsticks and we each eat 6.,6,Friend,4,1,1,Moral,gpt_5_6_round7,62,67,70,66.33333333333333,13,38,18,23.0
HP2897,2897,607de1d7c7cc25b639f63026,kw,9.5,I find this similar to shopping for cars where you can negotiate the price.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,8,7,30,15.0,69,57,35,53.666666666666664
HP2898,2898,5f49645bf271be4ba2e83871,kw,10.0,A situation of say a family where two people who mutually care about each other ensure that the benefits they receive are shared equally.,6,Friend,4,1,1,Moral,gpt_5_6_round7,57,51,73,60.333333333333336,15,35,26,25.333333333333332
HP2899,2899,5fb156d6e16ee65ed2558d7c,kw,8.0,agreeing to sell a concert ticket for half the original value because the buyer asked for a discount,6,Abstract stranger,1,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,12,8,39,19.666666666666668,81,75,41,65.66666666666667
HP2900,2900,668bb93b4eb858cd5cc42786,kw,6.0,"This represents half of the starting price. That is a considerable reduction. The only thing I can relate this to is when I am doing my grocery shopping; if something is half price and it is something I usually buy, it would be a bargain and I would probably buy several of the items if they weren't perishable to 'stock up' while they were at that price.",6,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,6,7,34,15.666666666666666,68,67,36,57.0
HP2901,2901,58c508c1b101a700012938fa,kw,7.5,Super market two for one offers. You will sell twice as much but its heavily discounted to get people to buy it. ,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,7,32,15.0,69,67,34,56.666666666666664
HP2902,2902,6776aa5ebfd096ef2a2f19e5,kw,6.0,"Typical mid level promotion , like a limited time deal in a supermarket",6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,6,29,13.666666666666666,64,57,32,51.0
HP2903,2903,5f123d2f9926a1193a114e68,kw,10.0,Fifty Percent reduction,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,5,34,14.666666666666666,65,70,38,57.666666666666664
HP2904,2904,5d6f8881a273800019397e62,kw,12.0,A business decision to make less but encourage return customers.,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,8,8,31,15.666666666666666,70,68,40,59.333333333333336
HP2905,2905,5eaefa172e29805e3fc8081c,kw,10.0,A shop cuts the price of a twelve dollar lunch deal to six dollars because the lunchtime crowd has slowed down. ,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,9,8,34,17.0,82,78,42,67.33333333333333
HP2906,2906,597f662f89542d0001517d78,kw,11.0,"This is a 50% off sale, similar to Black Friday or something like that where you're trying to drum up interest. ",6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,7,34,15.666666666666666,70,70,38,59.333333333333336
HP2907,2907,672e4d2388e1ccc770c60315,kw,8.0,This feels like a partnership between two brothers.,6,Friend,4,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,25,28,35,29.333333333333332,15,43,22,26.666666666666668
HP2908,2908,5b12dd2630d562000155d420,kw,12.0,If I change the price by -$6 I'm probably being fair to my twin brother who deserves as much as me.,6,Friend,4,1,1,Moral,gpt_5_6_round7,55,51,72,59.333333333333336,17,58,28,34.333333333333336
HP2909,2909,5df967d2f6191f6e87b236e6,kw,4.5,negotiating a fair deal,6,Teammate / coworker,3,1,1,Moral,gpt_5_6_round7,13,15,45,24.333333333333332,61,61,32,51.333333333333336
HP2910,2910,5aa50441b5e2110001c72b89,kw,12.0,The price change of minus $6 is similar to coupon discount that is sent out to loyal customers. ,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,6,32,14.666666666666666,66,64,34,54.666666666666664
HP2911,2911,66744f5894fa0c22d40a2fa9,kw,11.5,Wanting a quick sale on something that I'd advertised ,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,10,8,29,15.666666666666666,79,68,40,62.333333333333336
HP2912,2912,5c0558b8553fb80001191980,kw,9.5,"Changing the price by $6, which is basically half off, again actually reminds me of stores when they just randomly (no particular holiday or event) just mark certain items as half off. ",6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,34,15.333333333333334,67,68,36,57.0
HP2913,2913,678ff750175fa91b6ee9c424,kw,12.0,someone haggling when buying an item from vinted where you want the best deal and want to pay the least but seller wants maximum profit,6,Abstract stranger,1,1,3,Self-interest,gpt_5_6_round7,9,8,29,15.333333333333334,79,59,42,60.0
HP2914,2914,5c91658e319e1200014f6f9b,kw,12.0,I find the price to be the same as a starbucks coffee,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,10,5.666666666666667,14,14,5,11.0
HP2915,2915,5c8d1d7b88549d0012e849fd,kw,7.5,This is a case if if was bidding for something on eBay and wanted to put in a cheeky offer usually starting at about 50% of what they want.,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,8,7,30,15.0,74,63,37,58.0
HP2916,2916,676edbd71b2d6c518eae7b45,kw,7.0,A good discount on a pack of 20 avocados.,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,5,6,29,13.333333333333334,54,60,28,47.333333333333336
HP2917,2917,601d019311e8a602cf032726,kw,12.0,I find it similar to spending money on a nice pair of earrings ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,11,6.0,13,13,4,10.0
HP2918,2918,64480f31061b43c4562401ce,kw,3.0,"similar to football odds if a team lose a player through injury, Aston villa odds of winning last night were slashed because they lost the goal keeper in the warm up",6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,2,4,5,3.6666666666666665,21,29,5,18.333333333333332
HP2919,2919,6760558ca4f9e25054c4f224,kw,9.0,Going into overdraft in a bank account.,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,2,3,7,4.0,6,15,3,8.0
HP2920,2920,62e3f19b60ada5ae7dfbc177,kw,12.0,Similar to halving a bill with someone ,6,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,26,41,60,42.333333333333336,20,31,20,23.666666666666668
HP2921,2921,66620b7efcaa40d33955df12,kw,11.0,"This is like a friend trying to get out of paying their share of a restaurant bill. They know what they owe, or maybe their ordered more than anyone else, but they don't want to pay their share.",6,Friend,4,1,3,Self-interest,gpt_5_6_round7,20,22,29,23.666666666666668,17,28,14,19.666666666666668
HP2922,2922,676075fb194ad11cc7649a1f,kw,12.0,This would be similar to a half price sale.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,35,15.666666666666666,67,66,34,55.666666666666664
HP2923,2923,5e2f2afece5e9a4ef7de8452,kw,12.0,when theres a sale and something is half price,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,35,15.666666666666666,66,66,34,55.333333333333336
HP2924,2924,62fb84d27e9d26a3b0e9cffc,kw,12.0,I don't know - I'm not sure what the question is asking. ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,0,1,3,1.3333333333333333,0,2,2,1.3333333333333333
HP2925,2925,665d3b8935ef56ce74c4761f,kw,3.0,I find it similar to a project my sister and I are working on where we do equal work making shirts and we share the profits equally.,6,Friend,4,1,1,Moral,gpt_5_6_round7,31,51,68,50.0,26,46,32,34.666666666666664
HP2926,2926,55e56224c70c7a00112a6565,kw,12.0,selling something for cheap,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,8,7,26,13.666666666666666,60,56,32,49.333333333333336
HP2927,2927,600628028f2211980fd1632c,kw,6.0,I find this similar to us being equals.,6,Anonymous peer,2,1,1,Moral,inherited_hpmin,34,35,51,40.0,10,27,30,22.333333333333332
HP2928,2928,55747e4afdf99b6752df4183,kw,6.0,a trip for the basic necessities,6,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,2,3,8,4.333333333333333,5,8,2,5.0
HP2929,2929,677f6f8ab8362a15598d29af,kw,10.0,Taking away 50% feels like a Black Friday sale deal on a pair of popular jeans or a sweater. ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,34,15.333333333333334,66,64,34,54.666666666666664
HP2930,2930,6367e0db54b21863c92a66bc,kw,8.0,"I wanted to buy an item online and asked the seller to reduce the price by $6, they agreed and I had a better deal.",6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,8,7,37,17.333333333333332,78,74,40,64.0
HP2931,2931,5e9607da6b866106f5666075,kw,10.0,industry standard freelance work,6,Abstract stranger,1,1,0,No clear justification,gpt_5_6_round7,5,8,15,9.333333333333334,61,38,12,37.0
HP2932,2932,5eaaa1f09980ee025a0e1f12,kw,11.5,50% reduction or halfprice,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,5,35,15.333333333333334,66,70,38,58.0
HP2933,2933,66594968a8fca6ea85c9ac19,kw,12.0,If I reduce the price by $6 then I'm not sure if my original price was fair. This is similar to a business reducing the price of things that haven't sold for a long time.,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,9,7,31,15.666666666666666,80,70,40,63.333333333333336
HP2934,2934,5c38dab0f0ae4c00011238c1,kw,12.0,now getting desperate to sell the item that is sticking and have halved the price to make it more attractive,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,10,7,32,16.333333333333332,79,70,42,63.666666666666664
HP2935,2935,61015eeeac2c6fae4f3696c6,kw,12.0,This would be similar to a coffee house coffee. ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,9,5.333333333333333,14,14,5,11.0
HP2936,2936,652a96faf5b1e3aec0272277,kw,12.0,Paying for a subscription on twitch ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,8,5.0,17,13,5,11.666666666666666
HP2937,2937,5e371378ce5a726a3e29ef7e,kw,12.0,"A business where each of the members contributes equally to the final sale, like organizational teams where sales, product quality, customer experience, and the developers are all equally important.",6,Teammate / coworker,3,1,1,Moral,gpt_5_6_round7,22,14,44,26.666666666666668,59,47,28,44.666666666666664
HP2938,2938,66ecbaf732d7637a943c139f,kw,7.0,"too low price to me, we have manage another price",6,Teammate / coworker,3,1,3,Self-interest,gpt_5_6_round7,2,4,18,8.0,37,31,28,32.0
HP2939,2939,67d7de6a1dfb7a9e45d11308,kw,6.0,and for this when its a mid-range discount on something i buy regularly from a store.,6,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,5,6,28,13.0,59,59,32,50.0
HP2940,2940,6722ae0741429fa41d8893db,kw,6.0,"Cutting a sandwich in half, and each person gets half of the sandwich. This is fair.",6,Anonymous peer,2,1,1,Moral,inherited_hpmin,62,68,74,68.0,13,38,20,23.666666666666668
HP2941,2941,614e5092e08a3a2d3204ffd2,kw,12.0,I would find it similar to being scammed,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,7,12,12,10.333333333333334,6,17,12,11.666666666666666
HP2942,2942,5e04b9be7adf4bf23f066a2a,kw,11.5,It is similar to a half-off sale at a department store.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,35,15.666666666666666,67,65,34,55.333333333333336
HP2943,2943,58df4816aedfd50001526cb9,kw,12.0,The question doesn't make sense? It would be similar to offering a voucher for $6 off a product or service I guess?,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,5,31,14.0,59,63,35,52.333333333333336
HP2944,2944,64d1362c539c9befa2bfc914,kw,6.0,It is like having a full amount and giving half to someone else,6,Abstract stranger,1,1,1,Moral,inherited_hpmin,78,68,81,75.66666666666667,15,42,24,27.0
HP2945,2945,612b5a2c55286e4cf74a63ee,kw,3.0,I find this similar to a half price sale in a shop,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,35,15.666666666666666,67,64,34,55.0
HP2946,2946,6598124cb009a156ae665edf,kw,4.5,Not making profits and going out of business,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,4,5,10,6.333333333333333,29,40,15,28.0
HP2947,2947,5d90f475c83a770017213e12,kw,9.5,A major store discount to bring more customers  or holiday discount.,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,6,32,14.666666666666666,67,64,36,55.666666666666664
HP2948,2948,5ee91869ec57d2169fca4494,kw,11.5,"I feel that I had had to make a compromise, felt disappointend in not making the profit I had originally hoped.",6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,7,8,26,13.666666666666666,51,56,24,43.666666666666664
HP2949,2949,6642bc68a8130f486d2ae4b0,kw,0.0,Accepting a lower offer on something you’re selling just to get the deal done.,6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,11,8,38,19.0,82,73,44,66.33333333333333
HP2950,2950,5f836c9938d2da4fb75631ef,kw,11.5,Good discount in a shop or store,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,31,14.333333333333334,60,60,32,50.666666666666664
HP2951,2951,68f92957a58d956e7451acb9,kw,12.0,"Somebody telling me that my input is not worth much, when I had worked hard to come up with ideas.",6,Abstract stranger,1,1,3,Self-interest,gpt_5_6_round7,4,4,8,5.333333333333333,13,34,20,22.333333333333332
HP2952,2952,5e3d33b27525e7117bd31778,kw,12.0,"This is similar to my first job when I thought I would take everything I had worked hard to earn home but I had to pay for uniform, tax and national insurance. I was left with not very much and felt disappointed for all the effort I had put in.",6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,5,7,12,8.0,18,30,16,21.333333333333332
HP2953,2953,66129825e6dad815d14d5b2b,kw,11.0,"Reminds me of when a time my sister asked me for money. I needed to buy something from the store so I gave her half of what I had, and saved the rest for me to be able to buy something.",6,Friend,4,1,1,Moral,gpt_5_6_round7,72,70,86,76.0,13,40,18,23.666666666666668
HP2954,2954,677ac5abfeff92f43b1755ba,kw,9.0,50% discount is doable. In the worst case scenario. I still feel it would be undervaluing the work offered. It feels like when you've found a damaged item at a department store and its sort of usable so you still buy it. ,6,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,6,7,33,15.333333333333334,70,68,34,57.333333333333336
HP2955,2955,6544ff9e0fb2eaaf83e2de5c,kw,12.0,The price is a holiday or special day sale price.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,29,13.333333333333334,62,59,32,51.0
HP2956,2956,59995d926c165e000113fb21,kw,9.0,It reminds me of discounts of 50%.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,34,15.333333333333334,65,67,34,55.333333333333336
HP2957,2957,593c25fc048d06000182f21b,kw,8.5,You have been selling things for full price and you know appoint an agent who takes half your earnings without it being clear what they do,6,Abstract stranger,1,1,3,Self-interest,gpt_5_6_round7,12,11,20,14.333333333333334,91,79,52,74.0
HP2958,2958,66aba3f6770ca5f663f7b9c7,kw,12.0,It is black friday so the cost of it is 50% off.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,34,15.0,67,67,34,56.0
HP2959,2959,62e02660c3ef175825ab7655,kw,12.0,Buying a p[arty size bag of chips at the store. ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,45,17.333333333333332,13,13,4,10.0
HP2960,2960,5ea166af93435d0008a8a341,kw,10.0,Black Friday deals offering a 50% discount.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,34,15.0,67,66,34,55.666666666666664
HP2961,2961,664151371b8b34f967a026d1,kw,12.0,A coupon for ordering through an app. ,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,26,12.333333333333334,61,56,30,49.0
HP2962,2962,671d15b4b59b2741dee8284a,kw,6.0,"A change of $6 is similar to meeting someone halfway in a negotiation, such as offering half of the original price for a used item. It reflects a compromise where you give up a substantial portion of the value, but still keep some benefit for yourself, balancing fairness with practically.",6,Abstract stranger,1,1,1,Moral,inherited_hpmin,17,15,53,28.333333333333332,76,72,44,64.0
HP2963,2963,677539286f78d2ffd6438cb0,kw,6.0,sharing the money with a friend,6,Friend,4,1,1,Moral,inherited_hpmin,64,63,76,67.66666666666667,16,32,20,22.666666666666668
HP2964,2964,5a01ddf3728b1b0001ad8ad0,kw,12.0,This is similar to working together on something and splitting the profits 50/50 to make it an even split.,6,Teammate / coworker,3,1,1,Moral,gpt_5_6_round7,31,52,68,50.333333333333336,28,50,32,36.666666666666664
HP2965,2965,6665aedc9ae0e1cd7ac623f0,kw,11.0,"Changing the price by –$6 feels like when a café drops the price of a $12 lunch deal down to $6 near closing time. It’s not a huge giveaway, but it’s a solid discount.",6,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,7,8,36,17.0,82,82,42,68.66666666666667
HP2966,2966,5e6e442f779df43f9b825868,kw,12.0,To losing a game on purpose,6,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,1,2,2,1.6666666666666667,1,10,0,3.6666666666666665
HP2967,2967,64412176f816c39534d16bf0,kw,9.5,Similar to when buying something from a shop that is on special offer.,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,30,13.666666666666666,61,57,30,49.333333333333336
HP2968,2968,5c5404c24831db000161c5e8,kw,12.0,"I guess this would mean we get equal amounts.  That would make it a partnership/true coworkers with even pay.  Not sure this even exists in the world beyond like...well yeah, business partners.",6,Teammate / coworker,3,1,1,Moral,gpt_5_6_round7,26,42,59,42.333333333333336,31,47,36,38.0
HP2969,2969,65bca238c27f6c4538c37172,kw,12.0,bargaining in an antiques market for a vase,6,Abstract stranger,1,1,0,No clear justification,gpt_5_6_round7,8,7,29,14.666666666666666,70,57,35,54.0
HP2970,2970,5d3d9749607ede001a0712df,kw,12.0,I find this similar to paying for two cups of tea for me and a friend. ,6,Friend,4,1,1,Moral,gpt_5_6_round7,50,56,42,49.333333333333336,13,16,6,11.666666666666666
HP2971,2971,64337cc5c12109dc730de8c6,kw,9.0,"I imagine this being a deal you make with a business partner, only for them to find out that you were charging more than a competitor, so they told you they would walk if you didn't lower your price.",6,Teammate / coworker,3,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,10,9,32,17.0,85,68,45,66.0
HP2972,2972,63f78c9346da47f7f8f3aef9,kw,6.0,a discount for a friend,6,Friend,4,1,1,Moral,inherited_hpmin,18,12,42,24.0,73,55,32,53.333333333333336
HP2973,2973,6701f65ca63a3fae9d2e820e,kw,3.0,Same as above but different scenario as sharing the bills equally this wouldn’t be fair,6,Anonymous peer,2,1,1,Moral,gpt_5_6_round7,25,24,48,32.333333333333336,13,27,18,19.333333333333332
HP2974,2974,63ea5f39871e9fdef021a53d,kw,12.0,Something in a shop that is on 1/2 price promotion,6,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,35,15.666666666666666,67,65,34,55.333333333333336
HP2975,2975,5d544c78ee3a4700164ee73f,kw,8.0,"Where people are fair and transparent, allowing there to be enough to go round for all parties. ",6,Anonymous peer,2,1,1,Moral,gpt_5_6_round7,41,41,61,47.666666666666664,10,38,28,25.333333333333332
