model,set,task,context,item_id,points
claude_fable,6,retrieval,M-KW,M2,7
claude_fable,6,retrieval,M-LT,M3,2
claude_fable,6,retrieval,M-LT,C1,3
claude_fable,6,retrieval,M-LT,S6,4
claude_fable,6,retrieval,M-LT,S7,0
claude_fable,6,retrieval,M-LT,M4,9
claude_fable,6,retrieval,M-LT,M1,16
claude_fable,6,retrieval,M-LT,S1,0
claude_fable,6,retrieval,M-LT,M6,21
claude_fable,6,retrieval,M-LT,C4,6
claude_fable,6,retrieval,M-LT,C5,1
claude_fable,6,retrieval,M-LT,S3,0
claude_fable,6,retrieval,M-LT,C7,1
claude_fable,6,retrieval,M-LT,M5,1
claude_fable,6,retrieval,M-LT,S4,2
claude_fable,6,retrieval,M-LT,C6,8
claude_fable,6,retrieval,M-LT,S5,3
claude_fable,6,retrieval,M-LT,M8,8
claude_fable,6,retrieval,M-LT,S8,1
claude_fable,6,retrieval,M-LT,C3,0
claude_fable,6,retrieval,M-LT,M7,6
claude_fable,6,retrieval,M-LT,C2,2
claude_fable,6,retrieval,M-LT,C8,0
claude_fable,6,retrieval,M-LT,S2,0
claude_fable,6,retrieval,M-LT,M2,6
claude_fable,6,retrieval,C-TG,M3,0
claude_fable,6,retrieval,C-TG,C1,6
claude_fable,6,retrieval,C-TG,S6,8
claude_fable,6,retrieval,C-TG,S7,1
claude_fable,6,retrieval,C-TG,M4,0
claude_fable,6,retrieval,C-TG,M1,0
claude_fable,6,retrieval,C-TG,S1,4
claude_fable,6,retrieval,C-TG,M6,1
claude_fable,6,retrieval,C-TG,C4,15
claude_fable,6,retrieval,C-TG,C5,4
claude_fable,6,retrieval,C-TG,S3,2
claude_fable,6,retrieval,C-TG,C7,8
claude_fable,6,retrieval,C-TG,M5,0
claude_fable,6,retrieval,C-TG,S4,0
claude_fable,6,retrieval,C-TG,C6,22
claude_fable,6,retrieval,C-TG,S5,0
claude_fable,6,retrieval,C-TG,M8,0
claude_fable,6,retrieval,C-TG,S8,0
claude_fable,6,retrieval,C-TG,C3,9
claude_fable,6,retrieval,C-TG,M7,0
claude_fable,6,retrieval,C-TG,C2,11
claude_fable,6,retrieval,C-TG,C8,7
claude_fable,6,retrieval,C-TG,S2,2
claude_fable,6,retrieval,C-TG,M2,0
claude_fable,6,retrieval,C-LT,M3,4
claude_fable,6,retrieval,C-LT,C1,0
claude_fable,6,retrieval,C-LT,S6,0
claude_fable,6,retrieval,C-LT,S7,1
claude_fable,6,retrieval,C-LT,M4,13
claude_fable,6,retrieval,C-LT,M1,15
claude_fable,6,retrieval,C-LT,S1,0
claude_fable,6,retrieval,C-LT,M6,12
claude_fable,6,retrieval,C-LT,C4,0
claude_fable,6,retrieval,C-LT,C5,0
claude_fable,6,retrieval,C-LT,S3,0
claude_fable,6,retrieval,C-LT,C7,0
claude_fable,6,retrieval,C-LT,M5,3
claude_fable,6,retrieval,C-LT,S4,1
claude_fable,6,retrieval,C-LT,C6,1
claude_fable,6,retrieval,C-LT,S5,1
claude_fable,6,retrieval,C-LT,M8,13
claude_fable,6,retrieval,C-LT,S8,0
claude_fable,6,retrieval,C-LT,C3,0
claude_fable,6,retrieval,C-LT,M7,18
claude_fable,6,retrieval,C-LT,C2,0
claude_fable,6,retrieval,C-LT,C8,0
claude_fable,6,retrieval,C-LT,S2,1
claude_fable,6,retrieval,C-LT,M2,17
claude_fable,6,retrieval,M-UG,M3,0
claude_fable,6,retrieval,M-UG,C1,2
claude_fable,6,retrieval,M-UG,S6,14
claude_fable,6,retrieval,M-UG,S7,0
claude_fable,6,retrieval,M-UG,M4,5
claude_fable,6,retrieval,M-UG,M1,8
claude_fable,6,retrieval,M-UG,S1,0
claude_fable,6,retrieval,M-UG,M6,7
claude_fable,6,retrieval,M-UG,C4,12
claude_fable,6,retrieval,M-UG,C5,6
claude_fable,6,retrieval,M-UG,S3,0
claude_fable,6,retrieval,M-UG,C7,2
claude_fable,6,retrieval,M-UG,M5,0
claude_fable,6,retrieval,M-UG,S4,10
claude_fable,6,retrieval,M-UG,C6,9
claude_fable,6,retrieval,M-UG,S5,9
claude_fable,6,retrieval,M-UG,M8,5
claude_fable,6,retrieval,M-UG,S8,2
claude_fable,6,retrieval,M-UG,C3,0
claude_fable,6,retrieval,M-UG,M7,3
claude_fable,6,retrieval,M-UG,C2,4
claude_fable,6,retrieval,M-UG,C8,2
claude_fable,6,retrieval,M-UG,S2,0
claude_fable,6,retrieval,M-UG,M2,0
claude_fable,6,retrieval,M-TG,M3,0
claude_fable,6,retrieval,M-TG,C1,5
claude_fable,6,retrieval,M-TG,S6,8
claude_fable,6,retrieval,M-TG,S7,0
claude_fable,6,retrieval,M-TG,M4,0
claude_fable,6,retrieval,M-TG,M1,1
claude_fable,6,retrieval,M-TG,S1,3
claude_fable,6,retrieval,M-TG,M6,1
claude_fable,6,retrieval,M-TG,C4,18
claude_fable,6,retrieval,M-TG,C5,3
claude_fable,6,retrieval,M-TG,S3,2
claude_fable,6,retrieval,M-TG,C7,7
claude_fable,6,retrieval,M-TG,M5,0
claude_fable,6,retrieval,M-TG,S4,0
claude_fable,6,retrieval,M-TG,C6,20
claude_fable,6,retrieval,M-TG,S5,0
claude_fable,6,retrieval,M-TG,M8,0
claude_fable,6,retrieval,M-TG,S8,0
claude_fable,6,retrieval,M-TG,C3,11
claude_fable,6,retrieval,M-TG,M7,0
claude_fable,6,retrieval,M-TG,C2,12
claude_fable,6,retrieval,M-TG,C8,8
claude_fable,6,retrieval,M-TG,S2,1
claude_fable,6,retrieval,M-TG,M2,0
claude_fable,6,retrieval,BONUS,M3,1
claude_fable,6,retrieval,BONUS,C1,1
claude_fable,6,retrieval,BONUS,S6,0
claude_fable,6,retrieval,BONUS,S7,0
claude_fable,6,retrieval,BONUS,M4,3
claude_fable,6,retrieval,BONUS,M1,38
claude_fable,6,retrieval,BONUS,S1,0
claude_fable,6,retrieval,BONUS,M6,10
claude_fable,6,retrieval,BONUS,C4,0
claude_fable,6,retrieval,BONUS,C5,0
claude_fable,6,retrieval,BONUS,S3,0
claude_fable,6,retrieval,BONUS,C7,1
claude_fable,6,retrieval,BONUS,M5,1
claude_fable,6,retrieval,BONUS,S4,0
claude_fable,6,retrieval,BONUS,C6,0
claude_fable,6,retrieval,BONUS,S5,0
claude_fable,6,retrieval,BONUS,M8,25
claude_fable,6,retrieval,BONUS,S8,0
claude_fable,6,retrieval,BONUS,C3,0
claude_fable,6,retrieval,BONUS,M7,12
claude_fable,6,retrieval,BONUS,C2,0
claude_fable,6,retrieval,BONUS,C8,0
claude_fable,6,retrieval,BONUS,S2,0
claude_fable,6,retrieval,BONUS,M2,8
claude_fable,6,retrieval,C-KW,M3,4
claude_fable,6,retrieval,C-KW,C1,0
claude_fable,6,retrieval,C-KW,S6,0
claude_fable,6,retrieval,C-KW,S7,0
claude_fable,6,retrieval,C-KW,M4,17
claude_fable,6,retrieval,C-KW,M1,15
claude_fable,6,retrieval,C-KW,S1,0
claude_fable,6,retrieval,C-KW,M6,13
claude_fable,6,retrieval,C-KW,C4,0
claude_fable,6,retrieval,C-KW,C5,0
claude_fable,6,retrieval,C-KW,S3,0
claude_fable,6,retrieval,C-KW,C7,0
claude_fable,6,retrieval,C-KW,M5,4
claude_fable,6,retrieval,C-KW,S4,0
claude_fable,6,retrieval,C-KW,C6,0
claude_fable,6,retrieval,C-KW,S5,0
claude_fable,6,retrieval,C-KW,M8,11
claude_fable,6,retrieval,C-KW,S8,0
claude_fable,6,retrieval,C-KW,C3,0
claude_fable,6,retrieval,C-KW,M7,18
claude_fable,6,retrieval,C-KW,C2,0
claude_fable,6,retrieval,C-KW,C8,0
claude_fable,6,retrieval,C-KW,S2,0
claude_fable,6,retrieval,C-KW,M2,18
claude_fable,6,retrieval,C-UG,M3,2
claude_fable,6,retrieval,C-UG,C1,0
claude_fable,6,retrieval,C-UG,S6,1
claude_fable,6,retrieval,C-UG,S7,0
claude_fable,6,retrieval,C-UG,M4,13
claude_fable,6,retrieval,C-UG,M1,13
claude_fable,6,retrieval,C-UG,S1,0
claude_fable,6,retrieval,C-UG,M6,10
claude_fable,6,retrieval,C-UG,C4,3
claude_fable,6,retrieval,C-UG,C5,1
claude_fable,6,retrieval,C-UG,S3,0
claude_fable,6,retrieval,C-UG,C7,1
claude_fable,6,retrieval,C-UG,M5,2
claude_fable,6,retrieval,C-UG,S4,4
claude_fable,6,retrieval,C-UG,C6,1
claude_fable,6,retrieval,C-UG,S5,3
claude_fable,6,retrieval,C-UG,M8,11
claude_fable,6,retrieval,C-UG,S8,2
claude_fable,6,retrieval,C-UG,C3,0
claude_fable,6,retrieval,C-UG,M7,15
claude_fable,6,retrieval,C-UG,C2,1
claude_fable,6,retrieval,C-UG,C8,0
claude_fable,6,retrieval,C-UG,S2,0
claude_fable,6,retrieval,C-UG,M2,17
claude_fable,6,receiver,C-TG,TR2,20
claude_fable,6,receiver,C-TG,TK2,20
claude_fable,6,receiver,C-TG,TR1,40
claude_fable,6,receiver,C-TG,TK1,20
claude_fable,6,receiver,M-UG,UA1,30
claude_fable,6,receiver,M-UG,UA2,20
claude_fable,6,receiver,M-UG,UR1,30
claude_fable,6,receiver,M-UG,UR2,20
claude_fable,6,receiver,M-TG,TR2,20
claude_fable,6,receiver,M-TG,TK2,22
claude_fable,6,receiver,M-TG,TR1,36
claude_fable,6,receiver,M-TG,TK1,22
claude_fable,6,receiver,C-UG,UA1,25
claude_fable,6,receiver,C-UG,UA2,15
claude_fable,6,receiver,C-UG,UR1,35
claude_fable,6,receiver,C-UG,UR2,25
