StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,story,Q_DataPolicyViolations
2026-04-21 16:30:43,2026-04-21 16:35:11,0,,100,268,1,2026-04-21 16:35:12,R_8z1XoXOQZozF2md,,,,,,,anonymous,EN,1,,,1,1,3,2,James was awarded money and his dilemma was whether to keep to himself or split with Mark who had been awarded none,0,0,2.01,0,3.566,5.278,6.04,2,maximise for both the return,6.21,12.218,12.839,2,,,,,7.38,8.383,8.947,2,0,0,0.21,0,0,0,5e0f26b63ccda26295505f0d,69e7a62d3433567eeb6d3f24,69e7557895b8b62fbc3c50b8,6,maximise for both the return,6,0,1,4,
2026-04-21 16:30:15,2026-04-21 16:35:12,0,,100,296,1,2026-04-21 16:35:12,R_2lyvRmxv3sO4qCR,,,,,,,anonymous,EN,1,,,1,1,3,2,"James and Mark are neighbours and acquaintances, but they do not know each other well. Recently they both applied for government financial assistance. James was awarded full financial aid but Mark's application was unsuccessful. James is wondering whether to share his financial aid with Mark.",0,0,2.013,0,7.451,9.422,11.643,2,"I still get $4 and the other person gets 6. It just seemed a  bit mean to only send $1 which would, give them $4",5.096,7.533,10.08,3,,,,,,,,,0,0,0.232,0,0,4,5e07bb28afb8b013882a2781,69e7a60fd6260e5a6076f63d,69e7557895b8b62fbc3c50b8,2,"I still get $4 and the other person gets 6. It just seemed a  bit mean to only send $1 which would, give them $4",1,,1,4,
2026-04-21 16:31:19,2026-04-21 16:35:15,0,,100,235,1,2026-04-21 16:35:15,R_8eDKFif4jwyepsn,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve team did really well and Steve, as the leader got all of the full bonus, he can however choose to share it with Max (which i think he should )",0,0,2.132,0,13.37,13.37,15.587,1,"its fair, we both potetially have 6 each",5.432,8.276,9.6,3,,,,,,,,,0,0,0.22,0,0,4,610acbfd3ae11a1b16a1c3ee,69e7a62c2d6d95f8abc56a1c,69e7557895b8b62fbc3c50b8,2,"its fair, we both potetially have 6 each",0,,1,2,
2026-04-21 16:28:52,2026-04-21 16:35:26,0,,100,393,1,2026-04-21 16:35:27,R_1dN3IxNSMpPMUV2,,,,,,,anonymous,EN,1,,,1,1,3,2,"This story is about a man struggling financially, James. James was selected for financial assistance through a government welfare agency. James' neighbor and acquaintance was not selected for aid and James has to decide whether or not to share his aid.",0,0,2.008,0,10.053,18.56,20.158,3,"I chose $5 because the the risk of player 2 giving nothing is worth the potential 3x return. Keeping $1 is a safe enough bet for me, and I have faith in humanity to be generous.",8.691,12.531,13.866,2,,,,,17.652,17.652,18.634,1,0,0,0.207,0,0,1,678e505f095da9911b4a897a,69e7a5bff5f0540a8f4cf1e2,69e7557895b8b62fbc3c50b8,5,"I chose $5 because the the risk of player 2 giving nothing is worth the potential 3x return. Keeping $1 is a safe enough bet for me, and I have faith in humanity to be generous.",7,1,1,4,
2026-04-21 16:26:25,2026-04-21 16:35:44,0,,100,559,1,2026-04-21 16:35:45,R_1JCPnXheU1XP8yZ,,,,,,,anonymous,EN,1,,,1,1,3,2,"Morally, it would be right for James to share some of his governemnt aid with Mark. It is good and right to care for members of our communities, and generosity is how we should live together for the sake of our neighbors. James should evaluate how much of the government aid he needs for his own situation, and speak with Mark about how much he needs. He can then split the aid as both men need. Additionally, James should offer to help Mark apply for governemnt aid in future, as perhaps he can help Mark secure his own aid in the future.",0,0,2.008,0,12.324,22.39,38.083,6,1.5x3=4.5 which is the same amount as 6-1.5. This way we are at equal amounts and they don't need to send anything back.,4.184,7.347,10.481,6,,,,,10.863,13.13,27.411,4,0,0,0.104,0,0,4.5,69e1a0b5d7e38f83b0847cbc,69e7a52af2a34f4a36d9ece4,69e7557895b8b62fbc3c50b8,1.5,1.5x3=4.5 which is the same amount as 6-1.5. This way we are at equal amounts and they don't need to send anything back.,0,1,1,4,
2026-04-21 16:30:27,2026-04-21 16:36:42,0,,100,374,1,2026-04-21 16:36:42,R_3E6dojLTXNhMXiu,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and Max are a team at work, Steve is the manager/leader. They reached their sales goal and were rewarded with recognition and a bonus, Steve has 100% of the bonus and needs to decide what (if any) amount he awards Max.",0,0,2.005,0,7.036,15.402,22.038,2,"I will be left with $4, Player 2 will have $6. Hopefully Player 2 sends me $1 and we both walk away with $5!",3.865,5.619,7.055,2,,,,,,,,,0,0,0.102,0,0,4,69884e57cc6205ee23732c5a,69e7a61311f8eb705c500b50,69e7557895b8b62fbc3c50b8,2,"I will be left with $4, Player 2 will have $6. Hopefully Player 2 sends me $1 and we both walk away with $5!",1,,1,2,
2026-04-21 16:26:17,2026-04-21 16:36:56,0,,100,638,1,2026-04-21 16:36:56,R_1BmSkhFYjIbKNVt,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve, a team leader, received a performance bonus for exceeding sales targets but must decide whether to keep the full amount or share it with his teammate, Max, who significantly contributed to the team's success.",0,0,2.018,0,62.202,62.202,65.354,1,"I chose to send $2.50 to provide Player 2 with a significant starting amount of $7.50, which is more than my original endowment. This choice signals a willingness to collaborate and grow the total bonus pool, while still allowing me to retain a small portion of my initial funds as a safeguard. I am trusting that Player 2 will recognize this fair gesture and return a portion of the tripled amount so that we both walk away with more than we started with.",108.045,110.267,111.157,2,,,,,43.684,46.122,47.085,2,0,0,0.205,0,0,3.5,69bd8fa38c8b2b9f3de59cc6,69e7a522f5f243ec449d6662,69e7557895b8b62fbc3c50b8,2.5,"I chose to send $2.50 to provide Player 2 with a significant starting amount of $7.50, which is more than my original endowment. This choice signals a willingness to collaborate and grow the total bonus pool, while still allowing me to retain a small portion of my initial funds as a safeguard. I am trusting that Player 2 will recognize this fair gesture and return a portion of the tripled amount so that we both walk away with more than we started with.",2,1,1,2,
2026-04-21 16:31:28,2026-04-21 16:36:57,0,,100,329,1,2026-04-21 16:36:57,R_85nr7KvJhGLhrdn,,,,,,,anonymous,EN,1,,,1,1,3,2,James recieved an email from government welfare agency to say he was getting funds.  His friend applied but was not successful with receiving the funds. James has to decide if he split or keep it.,0,0,2.11,0,18.289,18.914,20.077,2,I want to have the money to myself,,,,,5.264,7.968,8.928,5,5.817,5.817,7.138,1,0,0,0.22,0,0,6,66be213d651dff72ff117b7d,69e7a5d26fcb2b7ff34337ba,69e7557895b8b62fbc3c50b8,0,I want to have the money to myself,1.5,3,1,4,
2026-04-21 16:34:14,2026-04-21 16:37:03,0,,100,168,1,2026-04-21 16:37:03,R_8QShyiv2gD7ldXH,,,,,,,anonymous,EN,1,,,1,1,3,2,James and Mark were both in financial difficulties and had applied for welfare help. James was awarded this and Mark wasn't and the former now faces a moral dilemma over whether to keep it all or share with his neighbour,0,0,2.016,0,2.433,3.55,5.366,2,Its not all the money but it is better to try and trust someone to do the right thing,4.155,4.155,5.682,1,,,,,,,,,0,0,0.215,0,0,4,5e35c2d04de45156d0c95d3f,69e7a6ffadcfd240365d7856,69e7557895b8b62fbc3c50b8,2,Its not all the money but it is better to try and trust someone to do the right thing,1.5,,1,4,
2026-04-21 16:29:34,2026-04-21 16:37:21,0,,100,467,1,2026-04-21 16:37:22,R_5omSypWqp7omuCO,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and Max were a team that worked on a project together; Steve as the leader. A bonus was awarded because the sales target was exceeded. Steve, as leader, can choose to keep the bonus for himself or to allocate a portion to teammate Max. Steve has to make a decision and reader is being asked an opinion on this decision that Steve needs to make.",0,0,2.114,0,4.165,5.972,13.702,2,"I gave 50% of the original total amount because I believe this is the right thing to do and what I would do in a real world scenario. I'm less concerned about a game of someone telling me they will double money before sending. I believe sending half of the original amount is the right thing to do, period.",2.426,21.843,23.175,3,,,,,4.454,10.771,11.904,2,0,0,0.206,0,0,3,69e65a1e3d1e74d0943b0128,69e7a5e1341aaa8ea2a1df8e,69e7557895b8b62fbc3c50b8,3,"I gave 50% of the original total amount because I believe this is the right thing to do and what I would do in a real world scenario. I'm less concerned about a game of someone telling me they will double money before sending. I believe sending half of the original amount is the right thing to do, period.",4.5,3,1,2,
2026-04-21 16:36:02,2026-04-21 16:37:22,0,,100,79,1,2026-04-21 16:37:22,R_5m2ddEAN2fpJNcy,,,,,,,anonymous,EN,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6998f995e8c98005554cee72,69e7a76a0f898bcb9759736c,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 15:52:55,2026-04-21 16:37:23,0,,100,2667,1,2026-04-21 16:37:23,R_3Iow4m7Ic6l4qbf,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve is getting a bonus to reflect his hard word exceeding a sales target. He is then given the choice to allocate some of this to his teammate, Max.",0,0,2.108,0,2.712,2.712,4.779,1,That number is the middle option and seems fair (50 50 split),3.653,7.633,9.522,3,,,,,4.402,7.638,10.221,2,0,0,0.21,0,0,3,664f83b58ec073a2e04abc2e,69e79d4f8e6d00ff5d18c38a,69e7557895b8b62fbc3c50b8,3,That number is the middle option and seems fair (50 50 split),4.5,3,1,2,
2026-04-21 16:30:35,2026-04-21 16:37:29,0,,100,414,1,2026-04-21 16:37:30,R_2NDkrnMMlBirRlb,,,,,,,anonymous,EN,1,,,1,1,3,2,"James is struggling financially until he is selected to receive financial aid, but his neighbour, who is also struggling, is not. He has conflicting feelings about whether to share the funds with his neighbour.",0,0,2.028,0,24.16,24.16,28.665,1,"If I send 3, Player 2 will receive 9. Hopefully, they will send 3 back, and we will both have 6.",6.406,8.54,13.675,3,,,,,17.582,24.564,29.884,6,0,0,0.227,0,0,3,61576a91456e14f9fcd6bfde,69e7a62457b315245f2b7981,69e7557895b8b62fbc3c50b8,3,"If I send 3, Player 2 will receive 9. Hopefully, they will send 3 back, and we will both have 6.",3,1,1,4,
2026-04-21 16:24:14,2026-04-21 16:37:49,0,,100,814,1,2026-04-21 16:37:50,R_7HOh0NqdsSWnkFf,,,,,,,anonymous,EN,1,,,1,1,3,2,"James receives financial aid while his neighbor Mark, who is also struggling, does not. He must decide whether to keep all the money for himself or shares some with Mark.",0,0,2.022,0,10.197,63.124,72.373,6,"This is a balanced choice, because it may encourage them to send some money back to me. ",9.41,47.099,81.065,4,,,,,,,,,0,0,0.217,0,0,4,6105f4bbc4d1fbf7d0cbf05b,69e7a4a29684bbab8a13332b,69e7557895b8b62fbc3c50b8,2,"This is a balanced choice, because it may encourage them to send some money back to me. ",3,,1,4,
2026-04-21 16:34:23,2026-04-21 16:39:06,0,,100,282,1,2026-04-21 16:39:07,R_6P5dPeEhvG8tynH,,,,,,,anonymous,EN,1,,,1,1,3,2,"James received a government stipend. An acquaintance was not selected, but is also in need of money. Should James share some of his earnings, or keep to himself?",0,0,2.006,0,2.38,2.38,7.068,1,"I feel $3 is fair, given it is half of what I was given. Making it an even split. ",5.693,7.657,9.535,2,,,,,6.2,6.2,7.583,1,0,0,0.221,0,0,3,694ff60101074fb3573880b5,69e7a6e42e961064787a17b2,69e7557895b8b62fbc3c50b8,3,"I feel $3 is fair, given it is half of what I was given. Making it an even split. ",4.5,3,1,4,
2026-04-21 16:33:49,2026-04-21 16:39:15,0,,100,325,1,2026-04-21 16:39:16,R_5S9HHTWUy3pSfGF,,,,,,,anonymous,EN,1,,,1,1,3,2,"James, a man going through financial struggles, receives money from the government. While collecting his money, he learns that his neighbor, Mark, did not receive funds, so he now has to decide if he should share the funds he is receiving to help his neighbor. ",0,0,2.003,0,6.678,11.622,12.783,6,"I believe in my heart that most people want to be generous and do the right thing. This will mean that I will still receive some money, but my partner may want to be generous today. If not, oh well!",4.895,4.895,6.742,1,,,,,4.666,11.964,12.543,7,0,0,0.211,0,0,2,69ddb73996e1d63842be7aaa,69e7a6dce15670251d366437,69e7557895b8b62fbc3c50b8,4,"I believe in my heart that most people want to be generous and do the right thing. This will mean that I will still receive some money, but my partner may want to be generous today. If not, oh well!",7,3,1,4,
2026-04-21 16:35:37,2026-04-21 16:39:17,0,,100,219,1,2026-04-21 16:39:17,R_2oQHkpKmK3xpv9C,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and Max worked hard on a pitch, Steve as team lead. The director has now allocated bonus money solely to Steve, who has to choose whether any goes to Max, and how much",0,0,2.111,0,7.169,9.783,11.061,2,"If player 2 chooses to give zero back to me, I still have 50% of the initial amount, which seems fair",3.318,6.301,7.669,3,,,,,7.447,7.447,9.783,1,0,0,0.106,0,0,3,5f8eeaf9bc748a0af999b20f,69e7a74f207dfab20b615df7,69e7557895b8b62fbc3c50b8,3,"If player 2 chooses to give zero back to me, I still have 50% of the initial amount, which seems fair",3,3.5,1,2,
2026-04-21 16:32:12,2026-04-21 16:39:20,0,,100,428,1,2026-04-21 16:39:21,R_3Ldv9HhZdMA3sbS,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve learns that his team is getting a bonus. The boss talks to Steve, who is the team leader, to tell him that the bonus can be shared with his teammate Max if he wishes.",0,0,2.006,0,7.121,11.823,14.763,2,I wanted to keep at least a little for myself in case my match decided not to give any back.,3.006,28.063,28.868,5,,,,,10.277,10.277,11.432,1,0,0,0.204,0,0,1,69c439e10aa7edfb79c2f74a,69e7a67231ffddc13bab5306,69e7557895b8b62fbc3c50b8,5,I wanted to keep at least a little for myself in case my match decided not to give any back.,5,2,1,2,
2026-04-21 16:33:51,2026-04-21 16:40:00,0,,100,369,1,2026-04-21 16:40:01,R_64GdYH662H7ASlj,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve's team was awarded a performance bonus for their sales target and he got the full bonus.  He had to choose how to split it with max, it is his final decision.",0,0,2.009,0,17.343,20.135,24.768,3,Because I feel that they deserve it.  I'm not interested in rewards for myself and like to see other people succeed. ,10.169,14.697,16.097,2,,,,,11.316,23.028,24.652,8,0,0,0.209,0,0,1.5,69d7b5ca00b6964e4d0d996d,69e7a6e3e19faa82439dd9eb,69e7557895b8b62fbc3c50b8,4.5,Because I feel that they deserve it.  I'm not interested in rewards for myself and like to see other people succeed. ,6,3,1,2,
2026-04-21 16:34:22,2026-04-21 16:40:06,0,,100,344,1,2026-04-21 16:40:07,R_7DZzXGsZuZOuL0B,,,,,,,anonymous,EN,1,,,1,1,3,2,This story describes a team leader who is offered a performance bonus for exceeding sales target. The director of the company told Steve that he could keep the whole bonus or give a portion to his teammate. ,0,0,2.008,0,7.875,13.708,21.047,4,"If I send $2, it will become $6 for the other person. If they chose to send even $1 back to me, we will benefit equally. ",3.655,9.121,12.161,7,,,,,,,,,0,0,0.206,0,0,4,69b1d282012af0ad59a31a4f,69e7a70607416fb5d7ecc904,69e7557895b8b62fbc3c50b8,2,"If I send $2, it will become $6 for the other person. If they chose to send even $1 back to me, we will benefit equally. ",1,,1,2,
2026-04-21 16:35:27,2026-04-21 16:40:18,0,,100,291,1,2026-04-21 16:40:19,R_2hmaZ2jYZiQZfKR,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve and his team received an award bonus. He must decide on how the money will be split.,0,0,2.017,0,2.253,7.101,7.991,4,I felt generous and decide to give it all. ,4.549,7.292,9.015,4,,,,,6.008,29.665,73.518,7,0,0,0.116,0,0,0,665ba5fad0a8c603ab8b5242,69e7a74a1bbeff94041d355f,69e7557895b8b62fbc3c50b8,6,I felt generous and decide to give it all. ,7.5,1,1,2,
2026-04-21 16:35:33,2026-04-21 16:40:27,0,,100,294,1,2026-04-21 16:40:28,R_5rYX9dHa4Av1wJf,,,,,,,anonymous,EN,1,,,1,1,3,2,James is going through a rough time financially. He has been awarded financial assistance from a government welfare agency. His neighbor Mark applied but did not receive any assistance. James must choose to share some with Mark.,0,0,2.009,0,3.522,5.275,8.213,2,"By giving 2, I know the other person will receive 6. This seemed fair.",3.388,6.706,7.743,2,,,,,,,,,0,0,0.106,0,0,4,66293c82ce99d96957f16143,69e7a73748153ca630820eff,69e7557895b8b62fbc3c50b8,2,"By giving 2, I know the other person will receive 6. This seemed fair.",2,,1,4,
2026-04-21 16:31:43,2026-04-21 16:40:44,0,,100,540,1,2026-04-21 16:40:45,R_7mUynWxMD77fiYb,,,,,,,anonymous,EN,1,,,1,1,3,2,"James needs to find out if he has to provide any proof of how the financial assistance is spent. If he does not need to provide any information on how the money is used, then he could help Mark by giving him a portion of the funds to help another person struggling. ",0,0,2.009,0,16.132,16.132,20.302,1,This is money I never planned on having in the first place. My logic is to split it with player 2 that way two people get the surprise of extra money. Player 2 may end up with more but I'm ok with that. ,22.767,41.21,42.708,3,,,,,17.94,17.94,19.474,1,0,0,0.218,0,0,3,69e1a0371b18a74b09570cce,69e7a6610ef829258de56c82,69e7557895b8b62fbc3c50b8,3,This is money I never planned on having in the first place. My logic is to split it with player 2 that way two people get the surprise of extra money. Player 2 may end up with more but I'm ok with that. ,3,2,1,4,
2026-04-21 16:32:07,2026-04-21 16:41:15,0,,100,548,1,2026-04-21 16:41:16,R_5hz1jdHlAPZ7BFT,,,,,,,anonymous,EN,1,,,1,1,3,2,James who is struggling finacially recevies government aid while his neighbor mark does not and he must decide whether to keep it all or share some with him.,0,0,2.013,0,26.818,32.615,34.384,3,I chose $2 to take a cautious approach while still giving something so I wouldn't lose to much.,25.27,28.933,31.289,3,,,,,,,,,0,0,0.209,0,0,4,676435babb44367362b10f73,69e7a67f7927b67799ad426b,69e7557895b8b62fbc3c50b8,2,I chose $2 to take a cautious approach while still giving something so I wouldn't lose to much.,3,,1,4,
2026-04-21 16:24:23,2026-04-21 16:41:16,0,,100,1013,1,2026-04-21 16:41:17,R_6L0CxUdiaB03LCJ,,,,,,,anonymous,EN,1,,,1,1,3,2,"James, who is struggling financially, receives government aid but discovers his neighbor Mark was denied, leaving him with the moral dilemma of whether to keep the funds or share them.",0,0,2.009,0,5.24,52.484,56.533,4,"I chose to send $3.50, which is more than half of my endowment, because I wanted to demonstrate a high level of trust and generosity. My goal was to maximize the total amount of money available for both of us through the multiplier, while still retaining a fair portion for myself.",61.536,65.155,65.864,2,,,,,18.581,50.151,50.701,3,0,0,0.211,0,0,2.5,676dcbd74fba5b642d1e2f01,69e7a4afab56bde81e1d9b82,69e7557895b8b62fbc3c50b8,3.5,"I chose to send $3.50, which is more than half of my endowment, because I wanted to demonstrate a high level of trust and generosity. My goal was to maximize the total amount of money available for both of us through the multiplier, while still retaining a fair portion for myself.",5,2,1,4,
2026-04-21 16:37:11,2026-04-21 16:41:30,0,,100,258,1,2026-04-21 16:41:30,R_8iCviJgzqBsmWC5,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve is the team leader and him and his team have exceeded their sales targets. Steve as the team leader has been allocated the full bonus, he can decide to give a portion to Max if he wants. Max has made a contribution to the team's success and so Steve has to consider this ",0,0,2.013,0,8.765,8.765,10.023,1,I went for halt as it felt fair on my part. I know that player 2 will receive more than me this way but I would hope they send some back to me and then we both end up with more,4.515,4.515,20.462,1,,,,,5.594,7.256,8.2,3,0,0,0.207,0,0,3,6776c640c441a770cf2f7db5,69e7a7b066bcaf3331b5d891,69e7557895b8b62fbc3c50b8,3,I went for halt as it felt fair on my part. I know that player 2 will receive more than me this way but I would hope they send some back to me and then we both end up with more,4,2,1,2,
2026-04-21 16:41:46,2026-04-21 16:41:59,0,,100,13,1,2026-04-21 16:42:00,R_5SdkNNgysSMzpSs,,,,,,,anonymous,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69d3498ff1587d864fcf50a3,69e7a8c0ea753df089bff236,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 16:38:19,2026-04-21 16:42:39,0,,100,259,1,2026-04-21 16:42:39,R_57fjXagJyUORI3s,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and Max were on a team that was given a performance bonus. The director told Steve he is receiving the full award, and he can decide to give some to Max if he chooses. ",0,0,2.108,0,1.887,2.94,7.818,2,Since the amount is being tripled I knew they'd receive $3 out of the original $6. I don't expect them to send any back to me. ,3.179,5.865,7.154,5,,,,,5.558,11.811,12.351,7,0,0,0.206,0,0,5,695c0d3e168ad62dac6a24be,69e7a7f15336c932ed2d7eae,69e7557895b8b62fbc3c50b8,1,Since the amount is being tripled I knew they'd receive $3 out of the original $6. I don't expect them to send any back to me. ,0,1,1,2,
2026-04-21 16:38:45,2026-04-21 16:42:43,0,,100,238,1,2026-04-21 16:42:44,R_76EK7Ev77ojRCpz,,,,,,,anonymous,EN,1,,,1,1,3,2,"James needed money.  The government sent him an email saying he qualified for assistance.  James' neightbor was at the governement office, he didn't quialify for money.  James feels conflicted about keeping all the money for himself",0,0,2.012,0,5.759,5.759,6.853,1,It felt like a fair amount with it being 3x'ed,2.984,7.98,9.025,2,,,,,,,,,0,0,0.217,0,0,4,5ec189f03d870d5ba617fcc4,69e7a80c3548e85d63d6a8fb,69e7557895b8b62fbc3c50b8,2,It felt like a fair amount with it being 3x'ed,1.5,,1,4,
2026-04-21 16:36:42,2026-04-21 16:43:07,0,,100,385,1,2026-04-21 16:43:07,R_2MF1XFXAd69mmXS,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve should share his bonus. If Max made a significant contribution maybe give 30-40%,0,0,2.13,0,31.833,38.381,39.6,4,This gives player 2 $9. They could then send me back $3 and we would have $6 each.,10.419,12.922,14.351,3,,,,,24.886,28.346,37.945,3,0,0,0.215,0,0,3,676059a89a0c103ec2d1f45e,69e7a79102c8134ddabef7e6,69e7557895b8b62fbc3c50b8,3,This gives player 2 $9. They could then send me back $3 and we would have $6 each.,3,2,1,2,
2026-04-21 16:39:22,2026-04-21 16:43:32,0,,100,250,1,2026-04-21 16:43:33,R_6iRacW8xRhAM1CY,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve was provided a performance bonus for exceeding his team's sales target. He is given the option to keep the entire bonus, or allocate some to his partner Max, who was a huge help. ",0,0,2.018,0,4.216,8.953,15.787,6,"I was thinking about how we could possibly end up with a similar amount. 2.50 tripled is a good amount, then if they send back only a few dollars, we would both end up with a similar amount (since I still have 3.50). ",4.006,5.979,8.071,3,,,,,5.296,5.296,6.852,1,0,0,0.209,0,0,3.5,69c59cce7e135a2e3fa678f8,69e7a83550773e0f33ef5383,69e7557895b8b62fbc3c50b8,2.5,"I was thinking about how we could possibly end up with a similar amount. 2.50 tripled is a good amount, then if they send back only a few dollars, we would both end up with a similar amount (since I still have 3.50). ",2,1,1,2,
2026-04-21 16:33:41,2026-04-21 16:43:33,0,,100,592,1,2026-04-21 16:43:34,R_3LjIn3rga5eGCut,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was struggling financially, had depleted his savings, then received an email telling him that he had been selected to receive aid from a government agency. On his way to collect the funds, he runs into his neighbor who is also struggling but hadn't been accepted into the program. ",0,0,2.005,0,62.631,63.527,64.676,2,"i am sending that amount in the belief that participant two will also want us both to receive the maximum amount of money that we could both get. by sending them the $6, it will increase to $18. if i was participant 2, i would then send half the money back, so we both receive $9, which is the most amount of money we could evenly get in this scenario. ",4.708,4.708,5.849,1,,,,,13.656,13.656,14.647,1,0,0,0.206,0,0,0,659b1fc05dffc3c84fb56129,69e7a69421565a2b92d7fd92,69e7557895b8b62fbc3c50b8,6,"i am sending that amount in the belief that participant two will also want us both to receive the maximum amount of money that we could both get. by sending them the $6, it will increase to $18. if i was participant 2, i would then send half the money back, so we both receive $9, which is the most amount of money we could evenly get in this scenario. ",9,1.5,1,4,
2026-04-21 16:33:35,2026-04-21 16:43:36,0,,100,600,1,2026-04-21 16:43:36,R_5irmRiTGM1CUtC7,,,,,,,anonymous,EN,1,,,1,1,3,2,"James received a stipend from a welfare agency to pay for bills. As James desperately needed the money, he also considered sharing some of it with his neighbor and casual acquaintance, Mark, who did not get approved for a stipend. ",0,0,2.018,0,26.139,26.139,34.436,1,I should this amount because it will give us both the same amount of money.,8.053,20.076,22.627,2,,,,,,,,,0,0,0.207,0,0,4,56e84b42b8d14c000c3d348d,69e7a6d4fc25b968ec92e688,69e7557895b8b62fbc3c50b8,2,I should this amount because it will give us both the same amount of money.,1,,1,4,
2026-04-21 16:37:22,2026-04-21 16:44:01,0,,100,399,1,2026-04-21 16:44:02,R_54laAdvhNlNyclI,,,,,,,anonymous,EN,1,,,1,1,3,2,James was having a tough time financially he had no savings and basically broke. He applied for welfare a couple of months ago and he received an email congratulating him on being selected to receive the assistance he applied for. He then ran into Mark a neighbor who applied but didn’t get selected. James now has to decide whether to keep the money or help Mark.,0,0,2.003,0,20.43,20.43,21.918,1,I chose $2 because it will be multiplied by 3 and player 2 will receive $6. That still leaves me with $4 and that is fine with me.,6.651,18.336,19.789,2,,,,,,,,,0,0,0.202,0,0,4,67e2e4718fe977e9cfe9f327,69e7a7b7e0a27a408ff7d5bb,69e7557895b8b62fbc3c50b8,2,I chose $2 because it will be multiplied by 3 and player 2 will receive $6. That still leaves me with $4 and that is fine with me.,1,,1,4,
2026-04-21 16:42:54,2026-04-21 16:44:28,0,,100,94,1,2026-04-21 16:44:28,R_6hSAKpvhUf60q8V,,,,,,,anonymous,EN,1,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,67280c862fabb05d89a431d1,69e7a9051f80f18ffd7c6134,69e7557895b8b62fbc3c50b8,,,,,1,,
2026-04-21 16:41:08,2026-04-21 16:44:50,0,,100,222,1,2026-04-21 16:44:51,R_2VK45oAaYHaTcbM,,,,,,,anonymous,EN,1,,,1,1,3,2,"James and Mark are neighbours. Both applied for a government welfare fund but only James was successful in his application. James wondered whether to keep all for himself as he was struggling financially, or whether he should give some to Mark. He wouldn't refer to Mark as a friend - just someone he knows. ",0,0,2.008,0,6.668,8.619,9.545,2,I hope that player 2 will send me a good amount back in return,5.305,13.656,15.182,2,,,,,4.595,6.745,7.69,2,0,0,0.207,0,0,1,58b3202a823a3b0001d7d3ef,69e7a89d32f4e9c990ee6073,69e7557895b8b62fbc3c50b8,5,I hope that player 2 will send me a good amount back in return,10,4,1,4,
2026-04-21 16:38:03,2026-04-21 16:45:38,0,,100,454,1,2026-04-21 16:45:38,R_5HD9LqBnnP2onwR,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and his team at work received a performance bonus for exceeding their sales target. Since Steve is the team leader, he received the entire bonus for himself. He was also given a choice to keep the entire bonus or to split it with a teammate who also put in as much work as he did. ",0,0,2.109,0,11.537,17.135,17.497,4,I felt like it would be fair to send $2 because that amount will be multiplied by 3.,6.152,8.394,9.56,3,,,,,,,,,0,0,0.209,0,0,4,66c003d8dcb57b6919043132,69e7a7da59b1aecf83f46ebd,69e7557895b8b62fbc3c50b8,2,I felt like it would be fair to send $2 because that amount will be multiplied by 3.,2,,1,2,
