within_hp_id,source_study,source_row,PROLIFIC_PID,subject_id,game,Market,trial_order,anchor_allocation_kept,memory_source_column,memory,kw_dummy,market_x_kw,treatment_cell,anchor_share_sent,memory_key,actual_allocation_kept,actual_share_sent,actual_reason,actual_reason_category,actual_reason_category_num,category_num,category,classification_origin
WHP07386,market_control,55,63d7b0b45f9993cbb237fcd6,market_control::kw::63d7b0b45f9993cbb237fcd6,kw,1,1,6.0,memory_kw_-$6,"This is similar to splitting profits unevenly to keep a deal alive. For example, two friends sell something for $12, and one agrees to only take $6 so the other can make money too and stay motivated to complete the sale.",1,1,kw_market,0.5,"this is similar to splitting profits unevenly to keep a deal alive. for example, two friends sell something for $12, and one agrees to only take $6 so the other can make money too and stay motivated to complete the sale.",12.0,0.0,"I kept the price at $12 because there is no downside to doing so for me as the data provider. If my pair is selected, I receive exactly the amount I set, and lowering the price would only reduce my own potential bonus while increasing the broker’s payoff for no clear benefit to me.",Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP07387,market_control,55,63d7b0b45f9993cbb237fcd6,market_control::kw::63d7b0b45f9993cbb237fcd6,kw,1,1,8.0,memory_kw_-$4,"This is like offering a small discount to make a deal more appealing. For example, lowering a $12 item to $8 at a yard sale so someone is more likely to buy it.",1,1,kw_market,0.3333333333333333,"this is like offering a small discount to make a deal more appealing. for example, lowering a $12 item to $8 at a yard sale so someone is more likely to buy it.",12.0,0.0,"I kept the price at $12 because there is no downside to doing so for me as the data provider. If my pair is selected, I receive exactly the amount I set, and lowering the price would only reduce my own potential bonus while increasing the broker’s payoff for no clear benefit to me.",Self-interest,3,2,Mutual Benefit / Cooperation,gpt_5_6_subagent_rowwise
WHP07388,market_control,55,63d7b0b45f9993cbb237fcd6,market_control::kw::63d7b0b45f9993cbb237fcd6,kw,1,1,12.0,memory_kw_$0,"This is like refusing to negotiate on a fixed price. For example, selling a used phone online and saying, “The price is firm at $12—take it or leave it.”",1,1,kw_market,0.0,"this is like refusing to negotiate on a fixed price. for example, selling a used phone online and saying, “the price is firm at $12—take it or leave it.”",12.0,0.0,"I kept the price at $12 because there is no downside to doing so for me as the data provider. If my pair is selected, I receive exactly the amount I set, and lowering the price would only reduce my own potential bonus while increasing the broker’s payoff for no clear benefit to me.",Self-interest,3,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07389,market_control,55,63d7b0b45f9993cbb237fcd6,market_control::kw::63d7b0b45f9993cbb237fcd6,kw,0,2,4.0,memory_kw_control_$8,"This is like helping someone who needs money more than you, even though it means sacrificing most of your own share. For example, choosing to give a larger portion of a work bonus to a struggling coworker because you know they need it more.",1,0,kw_control,0.6666666666666666,"this is like helping someone who needs money more than you, even though it means sacrificing most of your own share. for example, choosing to give a larger portion of a work bonus to a struggling coworker because you know they need it more.",12.0,0.0,"I decided not to transfer any of the $12 because my main goal in this task is to maximize my own potential bonus. The other participant started with $0, but there is no requirement or incentive for me to share, and any amount I transfer would strictly reduce my own possible earnings. Since the allocation is anonymous and there is no additional information about the other person’s situation, I chose to keep the full amount I was provisionally given.",Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07390,market_control,55,63d7b0b45f9993cbb237fcd6,market_control::kw::63d7b0b45f9993cbb237fcd6,kw,0,2,6.0,memory_kw_control_$6,"This is similar to splitting a bill evenly with a friend, even if one person technically could have paid less. It reflects a sense of fairness and equal partnership, where both people walk away with the same outcome.",1,0,kw_control,0.5,"this is similar to splitting a bill evenly with a friend, even if one person technically could have paid less. it reflects a sense of fairness and equal partnership, where both people walk away with the same outcome.",12.0,0.0,"I decided not to transfer any of the $12 because my main goal in this task is to maximize my own potential bonus. The other participant started with $0, but there is no requirement or incentive for me to share, and any amount I transfer would strictly reduce my own possible earnings. Since the allocation is anonymous and there is no additional information about the other person’s situation, I chose to keep the full amount I was provisionally given.",Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07391,market_control,55,63d7b0b45f9993cbb237fcd6,market_control::kw::63d7b0b45f9993cbb237fcd6,kw,0,2,8.0,memory_kw_control_$4,"This is similar to giving a tip or partial help while still keeping most of the reward. For instance, earning $12 for a group task and giving $4 to someone who contributed a little, while keeping most of it yourself.",1,0,kw_control,0.3333333333333333,"this is similar to giving a tip or partial help while still keeping most of the reward. for instance, earning $12 for a group task and giving $4 to someone who contributed a little, while keeping most of it yourself.",12.0,0.0,"I decided not to transfer any of the $12 because my main goal in this task is to maximize my own potential bonus. The other participant started with $0, but there is no requirement or incentive for me to share, and any amount I transfer would strictly reduce my own possible earnings. Since the allocation is anonymous and there is no additional information about the other person’s situation, I chose to keep the full amount I was provisionally given.",Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07392,market_control,55,63d7b0b45f9993cbb237fcd6,market_control::kw::63d7b0b45f9993cbb237fcd6,kw,0,2,12.0,memory_kw_control_$0,"This is like keeping full payment for work you did alone, even though someone else was technically involved. For example, completing a project entirely on your own and keeping the full paycheck because the other person didn’t contribute.",1,0,kw_control,0.0,"this is like keeping full payment for work you did alone, even though someone else was technically involved. for example, completing a project entirely on your own and keeping the full paycheck because the other person didn’t contribute.",12.0,0.0,"I decided not to transfer any of the $12 because my main goal in this task is to maximize my own potential bonus. The other participant started with $0, but there is no requirement or incentive for me to share, and any amount I transfer would strictly reduce my own possible earnings. Since the allocation is anonymous and there is no additional information about the other person’s situation, I chose to keep the full amount I was provisionally given.",Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07393,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,0,1,4.0,memory_kw_control_$8,generous,1,0,kw_control,0.6666666666666666,generous,6.0,0.5,I think its a fair even split and I would hope they would do the same in my position,Moral,1,1,Moral,inherited_gpt_5_6_between
WHP07394,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,0,1,6.0,memory_kw_control_$6,equal,1,0,kw_control,0.5,equal,6.0,0.5,I think its a fair even split and I would hope they would do the same in my position,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07395,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,0,1,8.0,memory_kw_control_$4,helpful,1,0,kw_control,0.3333333333333333,helpful,6.0,0.5,I think its a fair even split and I would hope they would do the same in my position,Moral,1,1,Moral,primary_agent_rowwise
WHP07396,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,0,1,12.0,memory_kw_control_$0,tight,1,0,kw_control,0.0,tight,6.0,0.5,I think its a fair even split and I would hope they would do the same in my position,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07397,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,1,2,4.0,memory_kw_-$8,this would be an even bigger mistake,1,1,kw_market,0.6666666666666666,this would be an even bigger mistake,12.0,0.0,I chose this price because I think it yields the best results for me,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07398,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,1,2,6.0,memory_kw_-$6,this would also be a mistake,1,1,kw_market,0.5,this would also be a mistake,12.0,0.0,I chose this price because I think it yields the best results for me,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07399,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,1,2,8.0,memory_kw_-$4,i think this would be a mistake,1,1,kw_market,0.3333333333333333,i think this would be a mistake,12.0,0.0,I chose this price because I think it yields the best results for me,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07400,market_control,88,63d7b72765ddb017724e78d3,market_control::kw::63d7b72765ddb017724e78d3,kw,1,2,12.0,memory_kw_$0,seems like a good idea as it sets a high threshold,1,1,kw_market,0.0,seems like a good idea as it sets a high threshold,12.0,0.0,I chose this price because I think it yields the best results for me,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07401,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,1,1,4.0,memory_kw_-$8,Buying a close to expiry food item that is being sold off.,1,1,kw_market,0.6666666666666666,buying a close to expiry food item that is being sold off.,8.0,0.3333333333333333,I feel like this was a reasonable amount to change without being too extreme or unfair.,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07402,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,1,1,6.0,memory_kw_-$6,A 50% sale at a black Friday event.,1,1,kw_market,0.5,a 50% sale at a black friday event.,8.0,0.3333333333333333,I feel like this was a reasonable amount to change without being too extreme or unfair.,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07403,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,1,1,8.0,memory_kw_-$4,I would find it similar to making a reasonable offer (a third off) on a site like Vinted or Ebay.,1,1,kw_market,0.3333333333333333,i would find it similar to making a reasonable offer (a third off) on a site like vinted or ebay.,8.0,0.3333333333333333,I feel like this was a reasonable amount to change without being too extreme or unfair.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07404,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,1,1,12.0,memory_kw_$0,Buying an item at a regular store with no room to negotiate.,1,1,kw_market,0.0,buying an item at a regular store with no room to negotiate.,8.0,0.3333333333333333,I feel like this was a reasonable amount to change without being too extreme or unfair.,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07405,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,0,2,4.0,memory_kw_control_$8,Helping out someone in greater need than me.,1,0,kw_control,0.6666666666666666,helping out someone in greater need than me.,6.0,0.5,"I wanted to be fair so that the other person is not left with nothing. There is no guarantee that I will get anything either, so I'd be happy to share.",Moral,1,1,Moral,primary_agent_rowwise
WHP07406,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,0,2,6.0,memory_kw_control_$6,Helping out someone with nothing and treating them as an equal by sharing half of what you have.,1,0,kw_control,0.5,helping out someone with nothing and treating them as an equal by sharing half of what you have.,6.0,0.5,"I wanted to be fair so that the other person is not left with nothing. There is no guarantee that I will get anything either, so I'd be happy to share.",Moral,1,1,Moral,primary_agent_rowwise
WHP07407,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,0,2,8.0,memory_kw_control_$4,A nice gesture to help someone out when they have nothing.,1,0,kw_control,0.3333333333333333,a nice gesture to help someone out when they have nothing.,6.0,0.5,"I wanted to be fair so that the other person is not left with nothing. There is no guarantee that I will get anything either, so I'd be happy to share.",Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07408,market_control,1062,63d8251edc6c5ee9274816fd,market_control::kw::63d8251edc6c5ee9274816fd,kw,0,2,12.0,memory_kw_control_$0,"A situation when you know that you can share something, but decide to keep it to yourself.",1,0,kw_control,0.0,"a situation when you know that you can share something, but decide to keep it to yourself.",6.0,0.5,"I wanted to be fair so that the other person is not left with nothing. There is no guarantee that I will get anything either, so I'd be happy to share.",Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07409,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,0,1,4.0,memory_kw_control_$8,Working on a car and making 12k profit to give your mate 8k cut,1,0,kw_control,0.6666666666666666,working on a car and making 12k profit to give your mate 8k cut,6.0,0.5,Free money for where we both had the same chance of winning $12,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07410,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,0,1,6.0,memory_kw_control_$6,Buying an limitless airplane card and sharing it 50/50,1,0,kw_control,0.5,buying an limitless airplane card and sharing it 50/50,6.0,0.5,Free money for where we both had the same chance of winning $12,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07411,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,0,1,8.0,memory_kw_control_$4,Winning the lottery and sharing 33% with a mate,1,0,kw_control,0.3333333333333333,winning the lottery and sharing 33% with a mate,6.0,0.5,Free money for where we both had the same chance of winning $12,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07412,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,0,1,12.0,memory_kw_control_$0,Both getting scratchcard and me winning and not sharing,1,0,kw_control,0.0,both getting scratchcard and me winning and not sharing,6.0,0.5,Free money for where we both had the same chance of winning $12,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07413,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,1,2,4.0,memory_kw_-$8,When looking to buy something and a newer version has come out so they have heavily discounted it,1,1,kw_market,0.6666666666666666,when looking to buy something and a newer version has come out so they have heavily discounted it,10.0,0.1666666666666666,I just prefer the number 10 as its an easier number to deal with,No clear justification,0,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07414,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,1,2,6.0,memory_kw_-$6,Black Friday sale offer for something that has been out for over a year,1,1,kw_market,0.5,black friday sale offer for something that has been out for over a year,10.0,0.1666666666666666,I just prefer the number 10 as its an easier number to deal with,No clear justification,0,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07415,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,1,2,8.0,memory_kw_-$4,When a business does a 1 year anniversary sale,1,1,kw_market,0.3333333333333333,when a business does a 1 year anniversary sale,10.0,0.1666666666666666,I just prefer the number 10 as its an easier number to deal with,No clear justification,0,1,Moral,gpt_5_6_subagent_rowwise
WHP07416,market_control,345,63d96ff56b577f6ac10e5f6c,market_control::kw::63d96ff56b577f6ac10e5f6c,kw,1,2,12.0,memory_kw_$0,Stock that has just launched and no early bird offers,1,1,kw_market,0.0,stock that has just launched and no early bird offers,10.0,0.1666666666666666,I just prefer the number 10 as its an easier number to deal with,No clear justification,0,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07417,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,1,1,4.0,memory_kw_-$8,Bankruptcy sale or black Friday sales,1,1,kw_market,0.6666666666666666,bankruptcy sale or black friday sales,10.0,0.1666666666666666,I thought it was a fair discount,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07418,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,1,1,6.0,memory_kw_-$6,Christmas sales and the black Friday deals,1,1,kw_market,0.5,christmas sales and the black friday deals,10.0,0.1666666666666666,I thought it was a fair discount,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07419,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,1,1,8.0,memory_kw_-$4,Discount retailer who offers year round discounts,1,1,kw_market,0.3333333333333333,discount retailer who offers year round discounts,10.0,0.1666666666666666,I thought it was a fair discount,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07420,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,1,1,12.0,memory_kw_$0,nothing comes to mind at all,1,1,kw_market,0.0,nothing comes to mind at all,10.0,0.1666666666666666,I thought it was a fair discount,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07421,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,0,2,4.0,memory_kw_control_$8,I think this shows a position of weakness and is over generous,1,0,kw_control,0.6666666666666666,i think this shows a position of weakness and is over generous,12.0,0.0,I want to keep it all an I don't believe the other participant really exists,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07422,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,0,2,6.0,memory_kw_control_$6,I think it would be the same as fully compromising on something,1,0,kw_control,0.5,i think it would be the same as fully compromising on something,12.0,0.0,I want to keep it all an I don't believe the other participant really exists,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07423,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,0,2,8.0,memory_kw_control_$4,Being partially generous to one of your friends,1,0,kw_control,0.3333333333333333,being partially generous to one of your friends,12.0,0.0,I want to keep it all an I don't believe the other participant really exists,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07424,market_control,548,63dab24ece887158c2adb6d7,market_control::kw::63dab24ece887158c2adb6d7,kw,0,2,12.0,memory_kw_control_$0,Being very greedy or not understanding the other person,1,0,kw_control,0.0,being very greedy or not understanding the other person,12.0,0.0,I want to keep it all an I don't believe the other participant really exists,Self-interest,3,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07425,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,0,1,4.0,memory_kw_control_$8,a calculated by benevolent action,1,0,kw_control,0.6666666666666666,a calculated by benevolent action,10.0,0.1666666666666666,there is a 10 percent chance i will receive the amount allocated to the other person. i would rather receive something rather than nothing in that eventuality,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07426,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,0,1,6.0,memory_kw_control_$6,giving a homeless person half of my sandwich,1,0,kw_control,0.5,giving a homeless person half of my sandwich,10.0,0.1666666666666666,there is a 10 percent chance i will receive the amount allocated to the other person. i would rather receive something rather than nothing in that eventuality,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07427,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,0,1,8.0,memory_kw_control_$4,sharing part of what i have with someone else,1,0,kw_control,0.3333333333333333,sharing part of what i have with someone else,10.0,0.1666666666666666,there is a 10 percent chance i will receive the amount allocated to the other person. i would rather receive something rather than nothing in that eventuality,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07428,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,0,1,12.0,memory_kw_control_$0,a terrorist allowing someone to starve,1,0,kw_control,0.0,a terrorist allowing someone to starve,10.0,0.1666666666666666,there is a 10 percent chance i will receive the amount allocated to the other person. i would rather receive something rather than nothing in that eventuality,Self-interest,3,1,Moral,gpt_5_6_subagent_rowwise
WHP07429,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,1,2,4.0,memory_kw_-$8,giving more to the data provider,1,1,kw_market,0.6666666666666666,giving more to the data provider,6.0,0.5,distribute the funds equally,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07430,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,1,2,6.0,memory_kw_-$6,sharing the proceeds equally,1,1,kw_market,0.5,sharing the proceeds equally,6.0,0.5,distribute the funds equally,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07431,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,1,2,8.0,memory_kw_-$4,statistically shareing the results,1,1,kw_market,0.3333333333333333,statistically shareing the results,6.0,0.5,distribute the funds equally,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07432,market_control,1021,63daca8ae542ff8f19d3099a,market_control::kw::63daca8ae542ff8f19d3099a,kw,1,2,12.0,memory_kw_$0,yielding to the system decision,1,1,kw_market,0.0,yielding to the system decision,6.0,0.5,distribute the funds equally,Moral,1,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07433,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,1,1,4.0,memory_kw_-$8,,1,1,kw_market,0.6666666666666666,,4.0,0.6666666666666667,reduced the price so that I can sell the data for a reasonable price to the dealer who needs to make a profit but i will also make a profit.,Mutual Benefit / Cooperation,2,0,No clear justification,empty_text
WHP07434,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,1,1,6.0,memory_kw_-$6,,1,1,kw_market,0.5,,4.0,0.6666666666666667,reduced the price so that I can sell the data for a reasonable price to the dealer who needs to make a profit but i will also make a profit.,Mutual Benefit / Cooperation,2,0,No clear justification,empty_text
WHP07435,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,1,1,8.0,memory_kw_-$4,,1,1,kw_market,0.3333333333333333,,4.0,0.6666666666666667,reduced the price so that I can sell the data for a reasonable price to the dealer who needs to make a profit but i will also make a profit.,Mutual Benefit / Cooperation,2,0,No clear justification,empty_text
WHP07436,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,1,1,12.0,memory_kw_$0,,1,1,kw_market,0.0,,4.0,0.6666666666666667,reduced the price so that I can sell the data for a reasonable price to the dealer who needs to make a profit but i will also make a profit.,Mutual Benefit / Cooperation,2,0,No clear justification,empty_text
WHP07437,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,0,2,4.0,memory_kw_control_$8,The other person is struggling financially and you decide that they need the money more than you do so you give more to them than you keep for yourself.,1,0,kw_control,0.6666666666666666,the other person is struggling financially and you decide that they need the money more than you do so you give more to them than you keep for yourself.,6.0,0.5,I know nothing about this person so it seems fair to share the money equally.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07438,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,0,2,6.0,memory_kw_control_$6,This seems. having a bar of chocolate and dividing it equally between 2 people.,1,0,kw_control,0.5,this seems. having a bar of chocolate and dividing it equally between 2 people.,6.0,0.5,I know nothing about this person so it seems fair to share the money equally.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07439,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,0,2,8.0,memory_kw_control_$4,A business that is doing really well but decides to only pass on a small amount of its profits to customers in terms of price reductions.,1,0,kw_control,0.3333333333333333,a business that is doing really well but decides to only pass on a small amount of its profits to customers in terms of price reductions.,6.0,0.5,I know nothing about this person so it seems fair to share the money equally.,Moral,1,1,Moral,gpt_5_6_subagent_rowwise
WHP07440,market_control,94,63e52debbbb982734deba89a,market_control::kw::63e52debbbb982734deba89a,kw,0,2,12.0,memory_kw_control_$0,A child being given a bag of sweets and deciding not to share any of them with anyone.,1,0,kw_control,0.0,a child being given a bag of sweets and deciding not to share any of them with anyone.,6.0,0.5,I know nothing about this person so it seems fair to share the money equally.,Moral,1,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07441,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,0,1,4.0,memory_kw_control_$8,Sending money to a friend you owe money to.,1,0,kw_control,0.6666666666666666,sending money to a friend you owe money to.,12.0,0.0,I thought it would be funny and it amuses me,No clear justification,0,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07442,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,0,1,6.0,memory_kw_control_$6,Buying another friend a beer.,1,0,kw_control,0.5,buying another friend a beer.,12.0,0.0,I thought it would be funny and it amuses me,No clear justification,0,1,Moral,gpt_5_6_subagent_rowwise
WHP07443,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,0,1,8.0,memory_kw_control_$4,Some money contributing towards a friend's birthday present,1,0,kw_control,0.3333333333333333,some money contributing towards a friend's birthday present,12.0,0.0,I thought it would be funny and it amuses me,No clear justification,0,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07444,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,0,1,12.0,memory_kw_control_$0,A practical joke,1,0,kw_control,0.0,a practical joke,12.0,0.0,I thought it would be funny and it amuses me,No clear justification,0,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07445,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,1,2,4.0,memory_kw_-$8,Selling a large bit of personal info,1,1,kw_market,0.6666666666666666,selling a large bit of personal info,12.0,0.0,Maximum reward if the change is $0,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07446,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,1,2,6.0,memory_kw_-$6,Selling a medium bit of personal info,1,1,kw_market,0.5,selling a medium bit of personal info,12.0,0.0,Maximum reward if the change is $0,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07447,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,1,2,8.0,memory_kw_-$4,Selling a small bit of personal info,1,1,kw_market,0.3333333333333333,selling a small bit of personal info,12.0,0.0,Maximum reward if the change is $0,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07448,market_control,309,63ea52773c5861d1f32c4bdb,market_control::kw::63ea52773c5861d1f32c4bdb,kw,1,2,12.0,memory_kw_$0,Not selling anything,1,1,kw_market,0.0,not selling anything,12.0,0.0,Maximum reward if the change is $0,Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07449,market_control,130,63eb4aeb58b63438ec09f5d2,market_control::kw::63eb4aeb58b63438ec09f5d2,kw,0,1,4.0,memory_kw_control_$8,"pocket money for the kids, they can spend it or save it",1,0,kw_control,0.6666666666666666,"pocket money for the kids, they can spend it or save it",7.0,0.4166666666666666,"I thought that just going under half way was good enough. I don't know them not sure if they would do the same, but wanted to give something rather than nothing",Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07450,market_control,130,63eb4aeb58b63438ec09f5d2,market_control::kw::63eb4aeb58b63438ec09f5d2,kw,0,1,6.0,memory_kw_control_$6,payment for an item,1,0,kw_control,0.5,payment for an item,7.0,0.4166666666666666,"I thought that just going under half way was good enough. I don't know them not sure if they would do the same, but wanted to give something rather than nothing",Self-interest,3,3,Self-interest,gpt_5_6_subagent_rowwise
WHP07451,market_control,130,63eb4aeb58b63438ec09f5d2,market_control::kw::63eb4aeb58b63438ec09f5d2,kw,0,1,8.0,memory_kw_control_$4,"this could be a purchase of an item, that is my payment for it",1,0,kw_control,0.3333333333333333,"this could be a purchase of an item, that is my payment for it",7.0,0.4166666666666666,"I thought that just going under half way was good enough. I don't know them not sure if they would do the same, but wanted to give something rather than nothing",Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
WHP07452,market_control,130,63eb4aeb58b63438ec09f5d2,market_control::kw::63eb4aeb58b63438ec09f5d2,kw,0,1,12.0,memory_kw_control_$0,"A free event, that does not need money to be handed over",1,0,kw_control,0.0,"a free event, that does not need money to be handed over",7.0,0.4166666666666666,"I thought that just going under half way was good enough. I don't know them not sure if they would do the same, but wanted to give something rather than nothing",Self-interest,3,0,No clear justification,gpt_5_6_subagent_rowwise
