classification_id,memory_key,memory
WCLS07849,not much difference,not much difference
WCLS07850,not much to be honest. it’s similar as just sticking to the luck you had to have the initial out goings,Not much to be honest. It’s similar as just sticking to the luck you had to have the initial out goings
WCLS07851,not my way of doing things i like to keep things fair,Not my way of doing things i like to keep things fair
WCLS07852,not negotiating rent with my landlord and accepting the price offered.,Not negotiating rent with my landlord and accepting the price offered.
WCLS07853,not offering anything extra,Not offering anything extra
WCLS07854,not offering to buy someone something when out and about,Not offering to buy someone something when out and about
WCLS07855,not offering to buy something for a friend who doesn't have any money for food but you do.,Not offering to buy something for a friend who doesn't have any money for food but you do.
WCLS07856,not offering to share a bag of sweets,Not offering to share a bag of sweets
WCLS07857,not oweing any money or giving anyone any money.,Not oweing any money or giving anyone any money.
WCLS07858,not owing a friend any money for your day out,Not owing a friend any money for your day out
WCLS07859,not owing any money to anyone,not owing any money to anyone
WCLS07860,not owing money to the other participant,Not owing money to the other participant
WCLS07861,not owing someone any money,Not owing someone any money
WCLS07862,not owing someone money,not owing someone money
WCLS07863,not participating in a collection gift for others,not participating in a collection gift for others
WCLS07864,not parting with money,Not parting with money
WCLS07865,not partipacting i a team fundraising raffle,Not partipacting I a team fundraising raffle
WCLS07866,not passing any money on to the other participant so they get nothing.,Not passing any money on to the other participant so they get nothing.
WCLS07867,not paying a debt,not paying a debt
WCLS07868,not paying for something,not paying for something
WCLS07869,not paying for something you should pay for.,Not paying for something you should pay for.
WCLS07870,not paying my children pocket money as they have not completed their weekly chores.,Not paying my children pocket money as they have not completed their weekly chores.
WCLS07871,not paying someone back,Not paying someone back
WCLS07872,not paying them back for something potentially owed,not paying them back for something potentially owed
WCLS07873,not putting something on sale,Not putting something on sale
WCLS07874,not putting the divider on the conveyor belt at the supermarket meaning all your shopping gets mixed up with the person behind.,Not putting the divider on the conveyor belt at the supermarket meaning all your shopping gets mixed up with the person behind.
WCLS07875,not quite fair to the other participant,Not quite fair to the other participant
WCLS07876,not realistic -,Not realistic -
WCLS07877,not really doing anything to help someone i'm matched with,Not really doing anything to help someone I'm matched with
WCLS07878,"not really losing money, making some money.","Not really losing money, making some money."
WCLS07879,not really similar to anything i would just be rather indifferent,Not really similar to anything I would just be rather indifferent
WCLS07880,not really very nice,not really very nice
WCLS07881,not receiving a discount,Not receiving a discount
WCLS07882,not recieving your fair share,not recieving your fair share
WCLS07883,not reducing the price is equivalent of me trying to ensure that my margins in business are maintained and i can achieve my targets.,Not reducing the price is equivalent of me trying to ensure that my margins in business are maintained and i can achieve my targets.
WCLS07884,not rewarding someone because they didn’t do the job as expected.,Not rewarding someone because they didn’t do the job as expected.
WCLS07885,not selling anything,Not selling anything
WCLS07886,not sending a present to a work colleague,Not sending a present to a work colleague
WCLS07887,"not sending in any funds at all to broker , cheating","not sending in any funds at all to broker , cheating"
WCLS07888,not sending money,Not sending money
WCLS07889,not sending money to my brother because i never get it back &gt;.&lt;,not sending money to my brother because i never get it back &gt;.&lt;
WCLS07890,not sharing a box of chocolates that i had been given with colleagues or friends,Not sharing a box of chocolates that I had been given with colleagues or friends
WCLS07891,not sharing a cake,not sharing a cake
WCLS07892,not sharing a pizza,Not sharing a pizza
WCLS07893,not sharing a win with somebody i dont like,Not sharing a win with somebody i dont like
WCLS07894,not sharing an amount of money intended to benefit you and another person,Not sharing an amount of money intended to benefit you and another person
WCLS07895,not sharing and being greedy,Not sharing and being greedy
WCLS07896,not sharing any work project resources.,Not sharing any work project resources.
WCLS07897,not sharing something to someone with nothing,Not sharing something to someone with nothing
WCLS07898,not sharing what i have,Not sharing what I have
WCLS07899,not sharing with a sibling,not sharing with a sibling
WCLS07900,not sharing your fries with a friend who had a smaller meal but is still hungry.,Not sharing your fries with a friend who had a smaller meal but is still hungry.
WCLS07901,not sharing your income with your partner,Not sharing your income with your partner
WCLS07902,not sharing.,Not sharing.
WCLS07903,not sharing; being selfish.,Not sharing; being selfish.
WCLS07904,not similar to anything,not similar to anything
WCLS07905,not similar to other scenarios,not similar to other scenarios
WCLS07906,not something i would do,not something I would do
WCLS07907,not something i would do.,Not something I would do.
WCLS07908,not spending any money.,not spending any money.
WCLS07909,not spending or making any money,Not spending or making any money
WCLS07910,not sponsoring someone because you don't like them.,Not sponsoring someone because you don't like them.
WCLS07911,not sure,not sure
WCLS07912,not sure as you have no change now so cannot buy anything,Not sure as you have no change now so cannot buy anything
WCLS07913,not sure how trustworthy the person is that you are to share with,Not sure how trustworthy the person is that you are to share with
WCLS07914,not sure if i can answer this well,not sure if I can answer this well
WCLS07915,not sure what it's similar to,Not sure what it's similar to
WCLS07916,not taking the credit for your work but lettings others grab it.,Not taking the credit for your work but lettings others grab it.
WCLS07917,not talking about our finances and no transaction takes place,Not talking about our finances and no transaction takes place
WCLS07918,not telling a friend you've won some money and keeping it all for yourself,not telling a friend you've won some money and keeping it all for yourself
WCLS07919,not telling someone that we've been given different things,not telling someone that we've been given different things
WCLS07920,not thinking very highly of the results to lessen your price by $4.,Not thinking very highly of the results to lessen your price by $4.
WCLS07921,not tipping bad service,not tipping bad service
WCLS07922,not tipping on a food bill,Not tipping on a food bill
WCLS07923,not to good for the data provider,not to good for the data provider
WCLS07924,not too bad,Not too bad
WCLS07925,not too bad and something that could be worked around like a roundabout.,Not too bad and something that could be worked around like a roundabout.
WCLS07926,not too bad it is better than having nothing,Not too bad it is better than having nothing
WCLS07927,not too drastic or noticeable like buying a pack of sweets in the shop,not too drastic or noticeable like buying a pack of sweets in the shop
WCLS07928,not too much of a change it’s almost the same,Not too much of a change it’s almost the same
WCLS07929,not transferring any money,not transferring any money
WCLS07930,not transferring any money for a pizza i was present for but ate none of.,Not transferring any money for a pizza I was present for but ate none of.
WCLS07931,not transferring money to anyone.,Not transferring money to anyone.
WCLS07932,not trusting the person,Not trusting the person
WCLS07933,not trying to sell my data and putting any effort in,not trying to sell my data and putting any effort in
WCLS07934,not understanding the value of what one has,Not understanding the value of what one has
WCLS07935,not useful data limited interest to parties,Not useful data limited interest to parties
WCLS07936,not using any coupons for your groceries at the grocery store,Not using any coupons for your groceries at the grocery store
WCLS07937,not valued or overpriced intially,not valued or overpriced intially
WCLS07938,not valuing the job they did,Not valuing the job they did
WCLS07939,not very fair as this means my partner loses out in a game of chance,not very fair as this means my partner loses out in a game of chance
WCLS07940,not very generous but looking out for myself,not very generous but looking out for myself
WCLS07941,"not very generous, like how i'd treat my money if it's someone i didn't know","Not very generous, like how I'd treat my money if it's someone I didn't know"
WCLS07942,not wanting to change price/highly prized item.,Not wanting to change price/highly prized item.
WCLS07943,not wanting to contribute to a work collection for a gift,Not wanting to contribute to a work collection for a gift
WCLS07944,not wanting to hand over any cash,Not wanting to hand over any cash
WCLS07945,not willing to give it up,Not willing to give it up
WCLS07946,not winning a bid,not winning a bid
WCLS07947,not winning the lottery,Not winning the lottery
WCLS07948,nothin,nothin
WCLS07949,nothing,nothing
WCLS07950,nothing - as there's no change,Nothing - as there's no change
WCLS07951,"nothing - as there's no change, it remains stable","Nothing - as there's no change, it remains stable"
WCLS07952,nothing - its just a comment with no overall action/result,nothing - its just a comment with no overall action/result
WCLS07953,nothing as i'm not giving anything,nothing as i'm not giving anything
WCLS07954,nothing as ive never stolen money,Nothing as Ive never stolen money
WCLS07955,nothing as the price will remain the same so that would indocate to me theres no change in price it remains stable.,Nothing as the price will remain the same so that would indocate to me theres no change in price it remains stable.
WCLS07956,nothing at all,Nothing at all
WCLS07957,nothing at all as there is no change,nothing at all as there is no chaNGE
WCLS07958,nothing at all changes and what will be will be.,Nothing at all changes and what will be will be.
WCLS07959,nothing at all happened.,Nothing at all happened.
WCLS07960,nothing at all i guess,nothing at all I guess
WCLS07961,"nothing at all, giving them nothing","Nothing at all, giving them nothing"
WCLS07962,"nothing at all, it's just the same","Nothing at all, it's just the same"
WCLS07963,"nothing at all, no difference to anyone","Nothing at all, no difference to anyone"
WCLS07964,"nothing at all, why would i do anything other than take the maximu amount possible?","nothing at all, why would I do anything other than take the maximu amount possible?"
WCLS07965,nothing because its not even in the middle,nothing because its not even in the middle
WCLS07966,nothing because nothing changes in this instance,Nothing because nothing changes in this instance
WCLS07967,nothing because the price literally hasn’t changed,Nothing because the price literally hasn’t changed
WCLS07968,nothing but kindness.,Nothing but kindness.
WCLS07969,nothing changes as it’s still the same,Nothing changes as it’s still the same
WCLS07970,nothing changes because the price is the same,nothing changes because the price is the same
WCLS07971,nothing changes between the two people,Nothing changes between the two people
WCLS07972,nothing comes to mind at all,nothing comes to mind at all
WCLS07973,nothing different. kinda like looking for a sale and getting nothing but the raw price.,Nothing different. Kinda like looking for a sale and getting nothing but the raw price.
WCLS07974,nothing done it's the same,nothing done it's the same
WCLS07975,nothing ever decreases in price,Nothing ever decreases in price
WCLS07976,nothing happening,Nothing happening
WCLS07977,nothing happening but the price remaining the same,Nothing happening but the price remaining the same
WCLS07978,nothing happening in the current stock market,Nothing happening in the current stock market
WCLS07979,nothing i can really think of.,Nothing I can really think of.
WCLS07980,nothing i hope they do it back in return,Nothing i hope they do it back in return
WCLS07981,nothing i will take the same rides using the service,nothing i will take the same rides using the service
WCLS07982,nothing in particular,nothing in particular
WCLS07983,"nothing in particular, if i'm honest!","Nothing in particular, if I'm honest!"
WCLS07984,nothing in particular.,Nothing in particular.
WCLS07985,nothing in this world. what's the point just to get the other person mad about receiving zero dollar. that would be small of me. no way. if positive thoughts and kindness is not on a person mind. do not engage with negative action.,Nothing in this world. What's the point just to get the other person mad about receiving zero dollar. That would be small of me. No way. If positive thoughts and kindness is not on a person mind. Do not engage with negative action.
WCLS07986,nothing is happening and just a formal handshake of agreement happened with no fiscal reward,Nothing is happening and just a formal handshake of agreement happened with no fiscal reward
WCLS07987,nothing is lent to anyone. no exchanges of money.,NOTHING IS LENT TO ANYONE. NO EXCHANGES OF MONEY.
WCLS07988,nothing is similar here,Nothing is similar here
WCLS07989,nothing its not possible to do this,nothing its not possible to do this
WCLS07990,nothing just being fair,Nothing just being fair
WCLS07991,nothing like me,nothing like me
WCLS07992,nothing nothing nothing,nothing nothing nothing
WCLS07993,nothing particular. we are both equals financially and can pay for ourselves.,Nothing particular. We are both equals financially and can pay for ourselves.
WCLS07994,nothing prices never stay the same in the uk,nothing prices never stay the same in the UK
WCLS07995,nothing really,nothing really
WCLS07996,nothing really that sounds quite fair,nothing really that sounds quite fair
WCLS07997,"nothing really,","nothing really,"
WCLS07998,"nothing really, just keeping it for yourself.","Nothing really, just keeping it for yourself."
WCLS07999,"nothing really, just prices staying the same so its normal.","Nothing really, just prices staying the same so its normal."
WCLS08000,"nothing really, neither a loss or a gain for me.","nothing really, neither a loss or a gain for me."
WCLS08001,nothing really.,Nothing really.
WCLS08002,nothing really. i cannot think of anything.,Nothing really. I cannot think of anything.
WCLS08003,nothing really; candy from a baby...,Nothing really; candy from a baby...
WCLS08004,nothing that comes to mind,nothing that comes to mind
WCLS08005,nothing that i can think of,nothing that i can think of
WCLS08006,nothing these days.,nothing these days.
WCLS08007,nothing to be honest,nothing to be honest
WCLS08008,nothing to be honest 0 is nothing,Nothing to be honest 0 is nothing
WCLS08009,nothing would change,nothing would change
WCLS08010,nothing would change and the price would remain at $8.00.,Nothing would change and the price would remain at $8.00.
WCLS08011,"nothing wrong with this, this is me withholding my funds.","Nothing wrong with this, this is me withholding my funds."
WCLS08012,nothing you stay as you are,Nothing you stay as you are
WCLS08013,nothing! just buying our own items and not sharing,Nothing! just buying our own items and not sharing
WCLS08014,"nothing, as it's a lack of action - i can't transfer £0","Nothing, as it's a lack of action - I can't transfer £0"
WCLS08015,"nothing, as nothing has happened","Nothing, as nothing has happened"
WCLS08016,"nothing, i have never kept all","nothing, I have never kept all"
WCLS08017,"nothing, i have never made a payment and coulldnt make a payment for 0","Nothing, i have never made a payment and coulldnt make a payment for 0"
WCLS08018,"nothing, just going on about my own business","nothing, just going on about my own business"
WCLS08019,"nothing, just like walking down the street and avoiding all the people yous see and don't know","nothing, just like walking down the street and avoiding all the people yous see and don't know"
WCLS08020,"nothing, just paying or selling something for what it's worth","Nothing, just paying or selling something for what it's worth"
WCLS08021,"nothing, no differece","nothing, no differece"
WCLS08022,"nothing, nothing has happened","Nothing, nothing has happened"
WCLS08023,"nothing, that's not a change.","Nothing, that's not a change."
WCLS08024,nothing.,Nothing.
WCLS08025,nothing. a tad bit mean of a gesture,Nothing. A tad bit mean of a gesture
WCLS08026,nothing. i guess. just moving on and acceptance,nothing. i guess. just moving on and acceptance
WCLS08027,"nothing. it's zero dollars, so why would it even be considered a transfer?","Nothing. It's zero dollars, so why would it even be considered a transfer?"
WCLS08028,nothing. no loss or no gain so nothing has changed for anyone.,nothing. no loss or no gain so nothing has changed for anyone.
WCLS08029,nothing. perhaps a gesture,Nothing. Perhaps a gesture
WCLS08030,nothing?,nothing?
WCLS08031,nothing? perhaps a friend or a group of friends buying something for me and not asking for anything in return.,Nothing? Perhaps a friend or a group of friends buying something for me and not asking for anything in return.
WCLS08032,noty paying anyone at all,Noty paying anyone at all
WCLS08033,now i am on the receiving end of the unfair pay rates. this seems similar to me now finding out that my colleage is paid more for the same work.,Now I am on the receiving end of the unfair pay rates. This seems similar to me now finding out that my colleage is paid more for the same work.
WCLS08034,now that is a nice feeling,Now that is a nice feeling
WCLS08035,"now this is generous giving them more than half and leaving $4 for yourself. this would be like letting them have more pizza slices than you, let's say we have a pizza cut 6 ways, if you give them 4 and eat 2 that's exactly what i think of when i read this.","Now this is generous giving them more than half and leaving $4 for yourself. This would be like letting them have more pizza slices than you, let's say we have a pizza cut 6 ways, if you give them 4 and eat 2 that's exactly what I think of when I read this."
WCLS08036,occasional sales that happen at in-person stores for items like clothes.,Occasional sales that happen at in-person stores for items like clothes.
WCLS08037,offer on a bag of rice (20kg). small discount but worthwhile to then stock up on more than one.,Offer on a bag of rice (20kg). Small discount but worthwhile to then stock up on more than one.
WCLS08038,offering a 50% off discount for family friends at an apartment i own,Offering a 50% off discount for family friends at an apartment I own
WCLS08039,offering a discount on a sold item,Offering a discount on a sold item
WCLS08040,offering a discount to consumers in a store,Offering a discount to consumers in a store
WCLS08041,"offering a fair, standard price, probably similar to competitors'.","Offering a fair, standard price, probably similar to competitors'."
WCLS08042,offering a friend water when they come over.,Offering a friend water when they come over.
WCLS08043,offering a full amount for a house without negotiating the price,Offering a full amount for a house without negotiating the price
WCLS08044,offering a homeless person food and then not delivering through on it,offering a homeless person food and then not delivering through on it
WCLS08045,offering a lower price for something,Offering a lower price for something
WCLS08046,offering a loyalty discount for a returning buyer,Offering a loyalty discount for a returning buyer
WCLS08047,"offering a reduction on the price of an item, to the most i can.","Offering a reduction on the price of an item, to the most I can."
WCLS08048,offering a sale to get more clients.,Offering a sale to get more clients.
WCLS08049,offering a sale when there was low take up for the product,Offering a sale when there was low take up for the product
WCLS08050,offering a service for free,Offering a service for free
WCLS08051,offering a small amount,Offering a small amount
WCLS08052,offering a small discount of an item,offering a small discount of an item
WCLS08053,offering a small donation,Offering a small donation
WCLS08054,"offering a small gesture of fairness or kindness, like giving someone a modest portion of what you earned so they are not left with too little.","Offering a small gesture of fairness or kindness, like giving someone a modest portion of what you earned so they are not left with too little."
WCLS08055,offering a small gift,offering a small gift
WCLS08056,offering a special discount to loyal customers,Offering a special discount to loyal customers
WCLS08057,offering a work colleague the apartment,Offering a work colleague the apartment
WCLS08058,offering an item full price.,Offering an item full price.
WCLS08059,offering bus ticket money as friend was caught short.,Offering bus ticket money as friend was caught short.
WCLS08060,offering half of my food to someone,Offering half of my food to someone
WCLS08061,offering more to the other person than yourself,offering more to the other person than yourself
WCLS08062,offering someone a piece of a snack or a treat.,Offering someone a piece of a snack or a treat.
WCLS08063,offering someone better value for money,offering someone better value for money
WCLS08064,offering that amount to a homeless person.,Offering that amount to a homeless person.
WCLS08065,offering the apartment to an acquaintance,Offering the apartment to an acquaintance
WCLS08066,"offering them a reduction on the price of a product, proving them discount.","Offering them a reduction on the price of a product, proving them discount."
WCLS08067,offering them something but still keeping most for myself,offering them something but still keeping most for myself
WCLS08068,offering to buy something small for a colleague,offering to buy something small for a colleague
WCLS08069,offering to help pay for lunch but then remember you left your wallet at home,Offering to help pay for lunch but then remember you left your wallet at home
WCLS08070,offering to help pay for something that another person was purchasing.,Offering to help pay for something that another person was purchasing.
WCLS08071,offering to let someone keep the change,offering to let someone keep the change
WCLS08072,offering to pay a friend' after he paid for a bus ticket for me.,Offering to pay a friend' after he paid for a bus ticket for me.
WCLS08073,oh sorry nothing for you. i really should share some of my shopping but i haven't.,Oh sorry nothing for you. I really should share some of my shopping but I haven't.
WCLS08074,"oh that's so mean. i am going to your house and helping myself to the milk, bread and eggs.","Oh that's so mean. I am going to your house and helping myself to the milk, bread and eggs."
WCLS08075,"oh! that hardly happenes to me. but i have found in some instances people demonstrate aboulute generosity towards me. i still remeber many years ago, an unemployed friend who i was much more comfortable than giving me some resources wverey month because he just loved me. although i was much more comfortable than he was, i never rejected the offer, because it was willingly done. now many years later, i have repauid that generosity a hundred times over.","Oh! That hardly happenes to me. But I have found in some instances people demonstrate aboulute generosity towards me. I still remeber many years ago, an unemployed friend who I was much more comfortable than giving me some resources wverey month because he just loved me. Although I was much more comfortable than he was, I never rejected the offer, because it was willingly done. Now many years later, I have repauid that generosity a hundred times over."
WCLS08076,ok,ok
WCLS08077,"ok profit, reducing by a quarter i believe","ok profit, reducing by a quarter i believe"
WCLS08078,ok to share,ok to share
WCLS08079,"ok, that guitar has some scratches. i reduce the price 25% to try to get it sold.","OK, that guitar has some scratches. I reduce the price 25% to try to get it sold."
WCLS08080,"ok, we have half each and both have milk, bread, eggs and some chocolate. we have the same.","Ok, we have half each and both have milk, bread, eggs and some chocolate. We have the same."
WCLS08081,"ok, you're having milk, bread and eggs.","Ok, you're having milk, bread and eggs."
WCLS08082,okay but too generous,okay but too generous
WCLS08083,okayish.,okayish.
WCLS08084,oligarchy or corporatism - large companies with huge coffers extracting more and more wealth from the lower class.,Oligarchy or corporatism - large companies with huge coffers extracting more and more wealth from the lower class.
WCLS08085,on a group holiday i tip differently than when going as a pair with a guide. if they are guiding a group you don't get the attention as much nor is it as focused. also the logic of £20 per couple to £20 * 10 (200)is wrong so i reduce the fee paid,On a group holiday I tip differently than when going as a pair with a guide. If they are guiding a group you don't get the attention as much nor is it as focused. Also the logic of £20 per couple to £20 * 10 (200)is wrong so i reduce the fee paid
WCLS08086,on a night out everyone evenly shares the cost of the meal.,On a night out everyone evenly shares the cost of the meal.
WCLS08087,"on black friday there was a hoodie worth $32, however it was 25% off so it went down to $24, so it was $8 off.","On black friday there was a hoodie worth $32, however it was 25% off so it went down to $24, so it was $8 off."
WCLS08088,on deciding to purchase an item at a store,on deciding to purchase an item at a store
WCLS08089,on sale items for 50% off that.,On sale items for 50% off that.
WCLS08090,"one child received the entire inheritance, whilst the others received nothing.","One child received the entire inheritance, whilst the others received nothing."
WCLS08091,"one friend pays more of the food bill so the other pays less, still not equal i suppose","One friend pays more of the food bill so the other pays less, still not equal I suppose"
WCLS08092,one of my children while driving home in our family car got rear ended by an uninsured motorist,one of my children while driving home in our family car got rear ended by an uninsured motorist
WCLS08093,"one party successfully sues the other, resulting in a total loss for the loser.","One party successfully sues the other, resulting in a total loss for the loser."
WCLS08094,one person missing from 4,one person missing from 4
WCLS08095,one player decides to increase his winnings.,One player decides to increase his winnings.
WCLS08096,one third off - maybe like a student discount,One third off - maybe like a student discount
WCLS08097,"one third off, something you might see in the sales","One third off, something you might see in the sales"
WCLS08098,one where the seller is paying a fair price for the data and accepts that a reasonable profit is their right.,One where the seller is paying a fair price for the data and accepts that a reasonable profit is their right.
WCLS08099,online data of customers,online data of customers
WCLS08100,online resell shopping e.g. vinted,Online resell shopping e.g. vinted
WCLS08101,"only keeping a small portion of the profits for the things i produced seems similar to giving a lot of well conditioned clothes to a consignment store, where the store only gives me 35% or less of the retail price they determine for my clothes while they profit the rest.","Only keeping a small portion of the profits for the things I produced seems similar to giving a lot of well conditioned clothes to a consignment store, where the store only gives me 35% or less of the retail price they determine for my clothes while they profit the rest."
WCLS08102,ooh now i didn't realise that was an option. seems fair to me,ooh now i didn't realise that was an option. seems fair to me
WCLS08103,open some dinner money!?,Open some dinner money!?
WCLS08104,opening and box of chocolates and seeing the correct number,Opening and box of chocolates and seeing the correct number
WCLS08105,opponant getting a good deal,opponant getting a good deal
WCLS08106,"ordering a dish to eat in a restaurant. i could change it if i wished, but stick with my original choice.","Ordering a dish to eat in a restaurant. I could change it if I wished, but stick with my original choice."
WCLS08107,ordering an eyeshadow pallette online on a black friday deal and it had been reduced by this much,Ordering an eyeshadow pallette online on a Black Friday deal and it had been reduced by this much
WCLS08108,ordering food for two people,Ordering food for two people
WCLS08109,ordering something and getting exactly what you expected.,Ordering something and getting exactly what you expected.
WCLS08110,"ordering something like food and it not being up to standards, yes you still ordered it but this wasn't what i paid for.","Ordering something like food and it not being up to standards, yes you still ordered it but this wasn't what I paid for."
WCLS08111,ordering water at a restaurant,Ordering water at a restaurant
WCLS08112,ordering your own drink in a pub so you don't have to buy a round for anyone else,Ordering your own drink in a pub so you don't have to buy a round for anyone else
WCLS08113,ordinary working scenario,ordinary working scenario
WCLS08114,"ordinary, everyday, expected event like the sun rising.","Ordinary, everyday, expected event like the sun rising."
WCLS08115,original price. a better choice,original price. a better choice
WCLS08116,"other participant obtains higher profit, could be a good rebate","Other participant obtains higher profit, could be a good rebate"
WCLS08117,other receiving more than me,other receiving more than me
WCLS08118,our budgets for buying something like a game or a treat were different and they had already said that it was fine for me to not give them £2 to make up the difference. (i.e. they were okay with spending less than me on something).,Our budgets for buying something like a game or a treat were different and they had already said that it was fine for me to not give them £2 to make up the difference. (I.E. they were okay with spending less than me on something).
WCLS08119,our current politicians stealing blantantly from us,Our current politicians stealing blantantly from us
WCLS08120,our granddaughter gave us $4 back later that week,Our granddaughter gave us $4 back later that week
WCLS08121,over generous,over generous
WCLS08122,over giving and suffering because of it,over giving and suffering because of it
WCLS08123,over giving so a selfless act to someone more needy.,Over giving so a selfless act to someone more needy.
WCLS08124,over half is extremely generous,over half is extremely generous
WCLS08125,over paying a bill,over paying a bill
WCLS08126,over paying a person for a job,over paying a person for a job
WCLS08127,over paying the other participant,over paying the other participant
WCLS08128,"over priced, a bit over the top to be honest","over priced, a bit over the top to be honest"
WCLS08129,over pricing something and selling it for more,over pricing something and selling it for more
WCLS08130,over supply resulting in the product decreasing price,over supply resulting in the product decreasing price
WCLS08131,overcharging massively so that the rest of the chain cannot make a profit.,Overcharging massively so that the rest of the chain cannot make a profit.
WCLS08132,overcompensating some-one due to previous misfortune,Overcompensating some-one due to previous misfortune
WCLS08133,overcompensating someone who you feels needs the money but would never ask for help,overcompensating someone who you feels needs the money but would never ask for help
WCLS08134,overcorrecting,overcorrecting
WCLS08135,overextending yourself for others. putting another's life mask on before yourself. the charity industrial complex. giving to someone far more in need than i am.,Overextending yourself for others. Putting another's life mask on before yourself. The charity industrial complex. Giving to someone far more in need than I am.
WCLS08136,overly generous,Overly generous
WCLS08137,"overly generous, guilty conscience.","Overly generous, guilty conscience."
WCLS08138,"overpaying, or a product that is worth more than expected.","Overpaying, or a product that is worth more than expected."
WCLS08139,overpriced food in sainsburys.,Overpriced food in Sainsburys.
WCLS08140,overspending on a dress at a shop,overspending on a dress at a shop
WCLS08141,oweing them money,oweing them money
WCLS08142,owing a colleague money for coffee,Owing a colleague money for coffee
WCLS08143,owing a friend money and paying them back,owing a friend money and paying them back
WCLS08144,owing a friend money for something they bought for me,Owing a friend money for something they bought for me
WCLS08145,owing a friend no money as it's a minus amount,Owing a friend no money as it's a minus amount
WCLS08146,"owing a friend, but my account has reached a cap","Owing a friend, but my account has reached a cap"
WCLS08147,owing a good friend money,Owing a good friend money
WCLS08148,owing him some money,owing him some money
WCLS08149,owing money,owing money
WCLS08150,"owing money to a friend and feeling you have to pay it back even if it leaves you short,","Owing money to a friend and feeling you have to pay it back even if it leaves you short,"
WCLS08151,owing my friend money and giving it back to them,Owing my friend money and giving it back to them
WCLS08152,owing someone a big share,Owing someone a big share
WCLS08153,owing someone an amount that has been lent to me.,Owing someone an amount that has been lent to me.
WCLS08154,owing someone for a drink they have bought me,owing someone for a drink they have bought me
WCLS08155,owing someone money,Owing someone money
WCLS08156,owing someone money for something,Owing someone money for something
WCLS08157,owing someone money for something small they bought,Owing someone money for something small they bought
WCLS08158,owing someone some money,owing someone some money
WCLS08159,owing that person a fair amount,OWING THAT PERSON A FAIR AMOUNT
WCLS08160,owing them money,owing them money
WCLS08161,owing them money and sending them to someone,Owing them money and sending them to someone
WCLS08162,owing them nothing,Owing them nothing
WCLS08163,painful,painful
WCLS08164,"parent to child relationship, where they spend most of their income paying for their school fees.","Parent to child relationship, where they spend most of their income paying for their school fees."
WCLS08165,parents making sacrifices for their children,Parents making sacrifices for their children
WCLS08166,parity.,Parity.
WCLS08167,parking fines being viewed as pay and display prices,Parking fines being viewed as pay and display prices
WCLS08168,parking your car where you want even though it is slightly across someones drive.,parking your car where you want even though it is slightly across someones drive.
WCLS08169,partial payment,partial payment
WCLS08170,partially sharing but still keeping more for myself.,Partially sharing but still keeping more for myself.
WCLS08171,partner will have $8 and i will have $4,Partner will have $8 and I will have $4
WCLS08172,partners in a business sharing a bonus.,Partners in a business sharing a bonus.
WCLS08173,"partners keep the profits exactly as originally agreed, without negotiation.","Partners keep the profits exactly as originally agreed, without negotiation."
WCLS08174,passing a stranger in the street who asks you for money and you don't give them anything,Passing a stranger in the street who asks you for money and you don't give them anything
WCLS08175,passing by a stranger - you owe them nothing.,Passing by a stranger - you owe them nothing.
WCLS08176,passing by an unhoused person &refusing to help,passing by an unhoused person &refusing to help
WCLS08177,passing on our good fortunes,Passing on our good fortunes
WCLS08178,pawning a valuable item due to unfortunate financial need..,Pawning a valuable item due to unfortunate financial need..
WCLS08179,paying $2 for chips at a store,Paying $2 for chips at a store
WCLS08180,paying 25%,Paying 25%
WCLS08181,paying 50%,Paying 50%
WCLS08182,paying 75% of a meal bill,Paying 75% of a meal bill
WCLS08183,paying 8 months of rent instead of 12,paying 8 months of rent instead of 12
WCLS08184,paying a bill,Paying a bill
WCLS08185,paying a bill deducting $4 for non compliance,paying a bill deducting $4 for non compliance
WCLS08186,"paying a bill on time . i guess, what else.","Paying a bill on time . I guess, what else."
WCLS08187,paying a bill or giving to charity,paying a bill or giving to charity
WCLS08188,paying a bill.,Paying a bill.
WCLS08189,paying a bus fare back to a friend,Paying a bus fare back to a friend
WCLS08190,paying a contribution towards a gift,Paying a contribution towards a gift
WCLS08191,paying a contribution towards parking costs,Paying a contribution towards parking costs
WCLS08192,paying a debt,paying a debt
WCLS08193,paying a debtor using an online banking app,Paying a debtor using an online banking app
WCLS08194,paying a direct debit bill,Paying a direct debit bill
WCLS08195,paying a fee for a service,paying a fee for a service
WCLS08196,paying a friend ahead of a day together.,Paying a friend ahead of a day together.
WCLS08197,paying a friend back for buying a meal for me.,Paying a friend back for buying a meal for me.
WCLS08198,paying a friend back for some money they had lent to you,Paying a friend back for some money they had lent to you
WCLS08199,paying a friend for a drink,Paying a friend for a drink
WCLS08200,paying a friend for a drink they bought me,paying a friend for a drink they bought me
WCLS08201,paying a friend for a small drink they bought you,Paying a friend for a small drink they bought you
WCLS08202,paying a friend for a taxi fare,Paying a friend for a taxi fare
WCLS08203,paying a friend for half of an uber,Paying a friend for half of an uber
WCLS08204,paying a friend the $6 i owe her.,Paying a friend the $6 I owe her.
WCLS08205,paying a friend.,Paying a friend.
WCLS08206,"paying a high amount for a job done extremely well, better than you thought.","Paying a high amount for a job done extremely well, better than you thought."
WCLS08207,paying a large bill as soon as you get paid.,Paying a large bill as soon as you get paid.
