"classification_id","memory"
"WCLS11357","This is similar to socially unacceptable behaviour. If i do not give the second participant anything, this means that I am greedy and unfair."
"WCLS11358","This is similar to someone posting a Halloween costume online for sale on the day of Halloween. The seller lists the costume for $6, which is a discounted price of 50% off since the holiday is already here and soon to be over."
"WCLS11359","This is similar to someone receiving a larger share of a bonus at work and choosing to pass a small portion to a teammate who contributed but received less."
"WCLS11360","This is similar to someone requesting a discount or deal on a product costing $12---but the seller refuses to negotiate and there is no price change."
"WCLS11361","This is similar to someone selling an item that normally costs $12 but there is a big sale going on which makes the item only $4 instead!!"
"WCLS11362","This is similar to someone wanting to donate a small amount to charity but still keep more for themselves."
"WCLS11363","This is similar to someone wanting to equally share their belongings and finances, like a married couple"
"WCLS11364","This is similar to someone wanting to share a small bonus with their coworker."
"WCLS11365","This is similar to spending $16 at the barbers and giving $4 change"
"WCLS11366","This is similar to splitting a bill evenly with a friend, even if one person technically could have paid less. It reflects a sense of fairness and equal partnership, where both people walk away with the same outcome."
"WCLS11367","This is similar to splitting a bill with a friend where they cover part of your cost enough to make a difference, but you’re still paying a fair amount yourself. It’s noticeable, but not extreme."
"WCLS11368","This is similar to splitting a reward equally even though one person originally received more. It reflects fairness and equality, like equally sharing group project credit even if one person did more work."
"WCLS11369","This is similar to splitting an entire pizza evenly between you and your friend."
"WCLS11370","This is similar to splitting an unexpected earning with someone who had bad luck"
"WCLS11371","This is similar to splitting profits unevenly to keep a deal alive. For example, two friends sell something for $12, and one agrees to only take $6 so the other can make money too and stay motivated to complete the sale."
"WCLS11372","This is similar to staying the course and not choosing a side. It's keeping the status quo."
"WCLS11373","This is similar to stealing"
"WCLS11374","This is similar to stealing from anyone."
"WCLS11375","This is similar to stealing from half of another person's wallet"
"WCLS11376","This is similar to stealing from someone else and I couldn't relate to it."
"WCLS11377","This is similar to stealing from the less privileged."
"WCLS11378","This is similar to stealing."
"WCLS11379","This is similar to supply and demand. lowering the price is akin to realizing that there is less demand to be had for the product and it will not sell at the current price"
"WCLS11380","This is similar to taking from a person because you feel entitled to it."
"WCLS11381","This is similar to the amount I give monthly to a children’s charity"
"WCLS11382","this is similar to the current tariff situation within the US. the costs of goods increasing by external decision makers."
"WCLS11383","This is similar to the exact same thing, because it remains the same price."
"WCLS11384","This is similar to the government fining people for something and taking money from them."
"WCLS11385","This is similar to the government taking what little I have."
"WCLS11386","This is similar to the scenario I was presented with just now. I chose not to transfer anything"
"WCLS11387","this is similar to the social security system wherein you would be paying in an ammount of your money for the greater social good"
"WCLS11388","this is similar to to me missing out on my coffee on the way to work"
"WCLS11389","This is similar to todays world of getting what is mine"
"WCLS11390","This is similar to transferring - $4. You are taking the full amount from the other person, likely because you feel that the initial allocation was unfair or because you want to adjust the balance in your favor. The decision to take the full amount might seem justified in your mind, but it could also strain the relationship if the other person feels it was too much."
"WCLS11391","This is similar to transferring a little more than equal to the other person, as if to appease them or to get them on side for future reference"
"WCLS11392","This is similar to transferring funds to a friend for a coffee they bought me"
"WCLS11393","This is similar to transferring money to a friend or family member that needs financial help"
"WCLS11394","This is similar to treating someone to a coffee"
"WCLS11395","This is similar to two coworkers who were given a shared budget for a project. One coworker decides to take a larger share of the resources for their own tasks, leaving the other with less."
"WCLS11396","This is similar to two friends splitting a gift card unevenly, as originally given, and neither person decides to change the split, they just keep the initial amounts."
"WCLS11397","this is similar to two people agreeing"
"WCLS11398","This is similar to two roommates deciding to split rent evenly."
"WCLS11399","This is similar to two roommates splitting a bill exactly as it came because they feel that’s the most neutral and fair option."
"WCLS11400","This is similar to two siblings receiving different amounts of money from a relative, and the one who got more deciding to give half of it to the sibling so things feel more balanced"
"WCLS11401","This is similar to walking past a beggar in the street and giving them nothing"
"WCLS11402","This is similar to wanting there to be equal profits for everyone."
"WCLS11403","This is similar to wanting to be fair to everyone and having everyone equal."
"WCLS11404","This is similar to wanting to give to others in need and me not needing the whole amount."
"WCLS11405","This is similar to wanting to share but not wanting to give us as much of what I have."
"WCLS11406","This is similar to what the current U.S. administration is in favor of. Take money from the poor and middle class and transfer it to the richest."
"WCLS11407","This is similar to when a certain food is impacted by market fluctuations and prices have to rise accordingly."
"WCLS11408","This is similar to when a restaurant puts a menu item on sale or offers a discount to attract more customers. It could also feel like a teacher giving extra credit points to help struggling students—reducing the “cost” to make it easier for someone to participate."
"WCLS11409","This is similar to when a store decides to increase the price of a popular concert ticket because demand is high. It could also feel like someone raising the cost of a service after proving it’s valuable—like a freelance designer increasing their hourly rate after a successful project."
"WCLS11410","This is similar to when i go out with friends, pay a bill and then arrange transfer of owed funds to me."
"WCLS11411","This is similar to when I opened my credit union account and I was charged instantly for 4 dollars just to make sure the account had money in it. It deducted that 4 anyways even with my account being fresh."
"WCLS11412","This is similar to when my daughter has a soccer game and we all have to chip in a couple bucks to pay off the ref."
"WCLS11413","This is similar to when something goes on sale so the cost decreases."
"WCLS11414","This is similar to when the production costs of an item increase, so the seller raises the price of the item to compensate."
"WCLS11415","This is similar to when you buy something at the mall there is no negotiation."
"WCLS11416","This is similar to when you get a minimum wage job...you know they are paying the legal minimum but you can't change that and they would pay less if they could. We just accept it because we can't increase it"
"WCLS11417","This is similar to winning a prize and keeping it to yourself."
"WCLS11418","This is similar to working in a group context and the other participant didn't help, so you feel like they don't deserve any credit. You did all the work so should get full amount."
"WCLS11419","this is similiar to being at a yard sale and flea market, and seller gets their price haggled down from what they initially thought the product was worth."
"WCLS11420","This is simply sound financial logic in a situation such as this, where you're almost certainly not actually denying anybody else any money."
"WCLS11421","This is someone who wants to even it out and make it 50/50. By removing 2 from 8 and adding 2 to 4 it would give both participants 6$, making it even."
"WCLS11422","This is something i would imagine a family member would do, they go without so that thier child isnt left wanting."
"WCLS11423","This is stability. I like when my favorite products are the same price over time."
"WCLS11424","this is stealing"
"WCLS11425","This is supply and demand time. A few years ago I cleared some antique pieces from the house to the local shop and had done a little bit of research. When I explained what I thought they might be worth I then said that I would drop 40% if he bought the lot. He was happy"
"WCLS11426","This is taking money from someone that owes me money simply because I loaned it to them in a time of need and this is pay back"
"WCLS11427","This is the act of establishing perfect equality or fairness. You move $2 from your initial $8 share, resulting in a perfectly equal split of the total pot: $6 for you and $6 for the other participant. This reflects a strong preference for equity over personal gain."
"WCLS11428","This is the amount I gibe WM baggers when I pick up my order from the store. Minimal acknowledgement."
"WCLS11429","This is the best scenario for both of us."
"WCLS11430","This is the diplomatic choice. This feels like the one I would probably choose. This one feels like the a fair a proper option. This means that the person who started with more gets to keep a good amount while also passing some on to the person who began with nothing. This is like what I imagine most charities receive."
"WCLS11431","This is the equivalent of breaking even."
"WCLS11432","This is the equivalent of charging the real price. This could be a typical business who is selling their wares in order to make ends meet"
"WCLS11433","This is the fairest distribution. It's like two siblings splitting treats equally so they both benefit."
"WCLS11434","This is the fairest option of all the choices."
"WCLS11435","This is the fairest option. We're sharing resources. It feels the most honest and diplomatic."
"WCLS11436","This is the fairest situation and what I think would reflect an ideal world or utopian society. This reminds me of friendship and having people be on equal footing."
"WCLS11437","This is the inverse of the above example. I would receive $8 and the other person would receive $4. It doesn't remind me of anything,"
"WCLS11438","This is the kind of option I think someone would take if they don't really understand this type of game."
"WCLS11439","This is the last data packet I have to sell and sale have gone well"
"WCLS11440","This is the least fair, but most favorable to me. They get none and I get all of the money."
"WCLS11441","This is the most fair approach - I am sharing with the other person and then we will both have $6"
"WCLS11442","This is the most fair as you both have the same amount of money,"
"WCLS11443","This is the most generous. Someone in a financially secure position could do this to help someone else."
"WCLS11444","this is the normal price"
"WCLS11445","This is the normal price of the item and it's at the retail level"
"WCLS11446","This is the perfect thing to do in this scenario. It is considerate and just to split the money evenly."
"WCLS11447","This is the result I'd somewhat like, I would hate to have to lose or transfer any money."
"WCLS11448","This is the same as above and you can barter and lower the price."
"WCLS11449","This is the same, this is a very stupid survey"
"WCLS11450","This is the socialism choice. This is like the National Football league, where the league as a whole negotiates and splits the proceeds from it's tv deal. Everyone gets an equal share yet that still leads to good and bad teams, who despite receiving the same amount, invest that money poorly."
"WCLS11451","This is the socialist choice, splitting the money evenly. This like what people hope will happen when things are split evenly. I would say this is like social services like free healthcare from the government in foreign countries like Canada or the UK."
"WCLS11452","This is the sort of thing that a charity or charitable person might do. They see they have a lot more than someone else and kind of over compensate, giving more to someone else than they keep to provide for themselves."
"WCLS11453","this is the status quo the best option"
"WCLS11454","This is the world of sharks that money-hungry capitalists want to live in."
"WCLS11455","this is to get someone on side as you are giving them more of the split"
"WCLS11456","This is too generous."
"WCLS11457","This is transferring a bonus from a company to their employee"
"WCLS11458","This is two friends pooling their money so they can have a equal amount to spend at the fayre."
"WCLS11459","This is ultimately what I would do. It is not my responsibility to give any money to this person or to be fair with this person"
"WCLS11460","This is unfair and would be comparable to someone overcharging you for a product/service, and taking advantage of you for their own profit."
"WCLS11461","This is unfair. Why do I deserve to keep all of the money? It feels like someone discovering a lost wallet and keeping it for themselves."
"WCLS11462","This is unselfish and kind!"
"WCLS11463","This is very fair - similar to receiving 6 dollars."
"WCLS11464","This is very high quality data and worth the price."
"WCLS11465","this is very negative territory"
"WCLS11466","This is very selfish."
"WCLS11467","This is very selfless and reminds me of a charitable organisation - I imagine a charity would be very focused on helping others regardless to if this is a detriment to themselves."
"WCLS11468","This is very similar to sharing a glory with a co worker and not taking all the benefits to yourself"
"WCLS11469","This is what currently everything costs. the same"
"WCLS11470","This is what I do with monetary gifts given to me and my partner; I give them half of the gift so that they benefit equally to me."
"WCLS11471","This is what i find the most fair and equal split. This is how people get along and find peace. I had this happen with marbles when i was on playground when i was a kid. I had more marbles than a friend and gave him and equal share. It brought a smile to his face."
"WCLS11472","This is what I would want to do in this instance, if a friend won 10 and I won 20 I'd give them a fiver"
"WCLS11473","This is when inflation happens and things go up in cost."
"WCLS11474","This isn't an event that I would encounter as nothing is actually happening in regards to money being transferred. It could be I have spent money for myself but then have met a friend and offered them some of a snack or a drink I've bought"
"WCLS11475","This isn't good it doesn't do anything."
"WCLS11476","This isn’t the right option to be fair"
"WCLS11477","This item is very popular and harder to attain."
"WCLS11478","this just doesnt feel fair"
"WCLS11479","This just reminds me of going into a pub with friends and seeing an offer off drinks if we bought a certain amount"
"WCLS11480","This just reminds me of present day, living in the now and that's what the data costs"
"WCLS11481","This just seems like plain equitable distribution. Sharing rewards for a team project for example."
"WCLS11482","This just sounds like someone trying to take advantage of the broker, since they would not stand to gain from this. Like a predatory company or a con man."
"WCLS11483","This keeps the price the same so the broker would have to give me all the profit."
"WCLS11484","this less noticiable as Icannot buy much with two dollars"
"WCLS11485","This lets me keep most of the money ($8) but gives the other participant at least a little."
"WCLS11486","This like getting paid $12 and choosing to transfer $6 to a person I owe, leaving me with $6."
"WCLS11487","This makes me think of a familial relationship, particularly between a parent and child. I think the parent would give more money to their child than what is 'fair' as they want what is best for their child, but still need to be sensible and think of themselves."
"WCLS11488","This makes me think of a person who puts others first, but maybe not in a good way. I think both people should be happy without the other having to completely sacrifice themselves, with the exception of giving to those in serious need."
"WCLS11489","This makes me think of something in the sale"
"WCLS11490","This makes me think of something reduced in the shop"
"WCLS11491","this makes no sense. similar to what."
"WCLS11492","This matches what they are being paid for the data, but the person providing the data should get more money"
"WCLS11493","this means i transferred nothing to this individual. more like i did not offer any help"
"WCLS11494","This means I would take everything that they have and they would have nothing."
"WCLS11495","This means that instead of giving a gift work £10, I decided to give for £6 instead."
"WCLS11496","This means that the listing price is four dollars less than $12."
"WCLS11497","This means that the price has changed significantly and has reduced."
"WCLS11498","This means that the price has not changed at all."
"WCLS11499","This means that we will both recieve the same amount so would be a fair solution and allocation."
"WCLS11500","This means the buyer must give the seller 4 dollars for the product"
"WCLS11501","This means the price has changed by half"
"WCLS11502","This means the value of the data is worthless"
"WCLS11503","this means you decrease in price by $2"
"WCLS11504","This means you decrease the price by $4"
"WCLS11505","this means you decreased the price by $4"
"WCLS11506","this means you did not change in price"
"WCLS11507","this means you increase the price by $4"
"WCLS11508","this means you increased the payment by $4"
"WCLS11509","This might be a charitable donation."
"WCLS11510","This might be like being asked to make a donation to the amount of your choosing, and choosing not to donate anything. I imagine this is quite a likely scenario for many people"
"WCLS11511","This might be similar to a situation where you don't know much about what you are selling so you set it at the price that the computer told you to."
"WCLS11512","This might be similar to a situation where you offer help that’s fair but not excessive. For example, imagine you’re at a charity fundraiser and you're not able to donate a huge amount, but you decide to contribute $6 because it feels like a reasonable amount within your budget. It's a compromise between showing support and maintaining your own financial balance. It’s a thoughtful but modest gesture—helping someone in a meaningful way, without overcommitting."
"WCLS11513","This might be the right price. Original data is important. Copy right, right?"
"WCLS11514","This might look like shares are too low and might make people think there is a risk in the company/investment. Alternatively it could make it more appealing to buy shares."
"WCLS11515","This once again equivalent to choosing not donate at all to a charity that you do not support the cause of."
"WCLS11516","This one definitely feels like theft"
"WCLS11517","This one feels a little greedy, but i can see how it could be justified by blaming the allocation as being 'correct' and wanting it to stand"
"WCLS11518","This one I do not like. I would not get any money."
"WCLS11519","This one is more in favor of them. They would get the majority of the money and I would be left with a little."
"WCLS11520","This person needs the money from a transaction."
"WCLS11521","This player decides that all players must win the same amount. No winner and losers."
"WCLS11522","This price change has no real impact"
"WCLS11523","This price change is very substantial"
"WCLS11524","This price is similar to the cost for a pack of gum."
"WCLS11525","This price reminds me of when I bought a concert ticket the day before the concert. The individual selling it was desperate therefore reduced the price by a large amount."
"WCLS11526","This probably isn’t the best option in my opinion"
"WCLS11527","This product is very aligned with the current market."
"WCLS11528","This puts me in the position of being a government and taking everything I can get my hands on"
"WCLS11529","This question doesn't even make sense. What do I find it similar to? Giving away $4 of my own money"
"WCLS11530","This question makes no sense"
"WCLS11531","this question makes no sense the instructions are not clear"
"WCLS11532","This reduction is quite a huge negative difference."
"WCLS11533","This reflects a scenario where the broker's role is seen as more quantifiable monetarily. The act of having to 'sell' and the uncertainty is seen as notable enough that their potential earnings would be more than the provider."
"WCLS11534","this relates to nothing at all"
"WCLS11535","This reminds me a sale item that is no longer in demand, but someone will still find it valuable at the reduced price."
"WCLS11536","This reminds me of a church I went into, in which they did something similar when collecting information and needed to sell their research to a publisher"
"WCLS11537","This reminds me of a friend who was always the one who looked after her sick uncle. My friend was a single mother and struggled to make ends meet. For whatever reason which has never been made clear , her uncle left his house and all his assets to my friends sister and family who had never been very good at doing stuff for this uncle and who selfishly kept all of the £350,000 to themselves . Understandably my friend felt very bitter towards her sister and disrespected by her uncle."
"WCLS11538","This reminds me of a real life situation where a friend started to live with a partner who earned more than they did, however, for personal, 'fun' money, outside of bills, they did not equalise their money."
"WCLS11539","This reminds me of a reverse robin hood situation, stealing from someone poorer and giving it to the rich."
"WCLS11540","This reminds me of a situation where someone needs your help financially but you're not in a position to help them"
"WCLS11541","This reminds me of a situation where the amount is reduced a significant amount and becomes a bargain for someone and a loss for another"
"WCLS11542","This reminds me of any activity with a financial decision that is fair to both participants"
"WCLS11543","This reminds me of being a little kid and you don't want to give up any of your 5 candy bars so you and your friend can have the same amount."
"WCLS11544","This reminds me of being kind, maybe like when they ask at the grocery store if you would like to donate $2 to Harvest for Hunger and you do. It feels nice."
"WCLS11545","This reminds me of being selfish and wanting all the funds to myself."
"WCLS11546","This reminds me of better times, things cost less but it also reminds me of something that never happens, the price going down on an item"
"WCLS11547","This reminds me of deals that I have had online where my partner and I agreed on a 50/50 share of profits for a sale. Due to the available payment options we chose his account to accept the payment in but it had a processing fee that made him pay an extra $4 so we split that expense 50/50 as well."
"WCLS11548","This reminds me of giving my best team member to another manager's critical project. My own team's performance might be impacted temporarily by losing a key person, but it ensures the most important organizational goal is met, making the other team and the facility more successful."
"WCLS11549","This reminds me of having completed a crafting project and the craft, in this case a scented candle, turned out so well that if I would sell it I would consider it more valuable and would raise the price."
"WCLS11550","this reminds me of in a gameshow when people take the minus offer for the prize pot, where you are taking away from what others have earned, it is not fair."
"WCLS11551","This reminds me of making a contribution to a colleagues leaving gift and giving within my means."
"WCLS11552","This reminds me of more selfish times where I needed to keep to myself"
"WCLS11553","This reminds me of my bestfriend. She has given me the rest of the funds needed for my purchase when i didn't have enough cash."
"WCLS11554","This reminds me of older times when things cost less and everything wasn't about price hikes"
"WCLS11555","this reminds me of one person getting everything and the other person getting nothing"
"WCLS11556","This reminds me of people being unfair and maybe disliking the other person"
"WCLS11557","This reminds me of people i have met previously, who possess selfish characteristics and would take from someone they don't even know just to benefit themselves"
"WCLS11558","This reminds me of people that are intentional about donating some of their earnings to charity"
"WCLS11559","This reminds me of people who like to be fair and give another person a break."
"WCLS11560","This reminds me of simply retail shopping. The price that the product sells for is communicated upfront, fixed and the price isn't really negotiated or changed. I imagine taking a dress off the rack to try on and knowing that the price isn't going to change, at least for the duration of my shopping trip."
"WCLS11561","This reminds me of someone being greedy and taking every bit of the money for themselves. For example someone stealing from another person."
"WCLS11562","this reminds me of someone who is clever, fair and sensible, who knows how to fix a problem and does it with no fuss"
"WCLS11563","This reminds me of splitting a lottery win with a friend even though I bought the ticket. An equal division feels fair."
"WCLS11564","This reminds me of splitting a restaurant bill unevenly when someone has less to spend. For instance, if a group dinner costs $12 per person, but one friend only wants to pay $6, we adjust the payment so it works for them."
"WCLS11565","This reminds me of standing your ground on a price or decision, like when a landlord or business says the price is final and won’t budge because they believe it’s already reasonable."
"WCLS11566","This reminds me of the concept of wealth redistribution."
"WCLS11567","This reminds me of the membership card discount points I gain from being a loyal customer. I get a monthly discount of $4 for my next shop."
"WCLS11568","This reminds me of the status quo of society - those with the funds not necessarily thinking about those who do not have any money."
"WCLS11569","This reminds me of the time my friend needed help with rent, so I helped"
"WCLS11570","This reminds me of things when you forget to cancel a free trial or the provider makes it difficult to cancel one. They are happy to take your money, even if it's a little shady or your last $4."
"WCLS11571","This reminds me of times I had money to spare, and I helped local homeless folk"
"WCLS11572","This reminds me of times I helped friends"
"WCLS11573","This reminds me of times where I would give a friend some money to buy some food or snacks if I was hanging out with them and they had no money."
"WCLS11574","This reminds me of transferring money to my grandaughter so she can buy a coke and candy bar."
"WCLS11575","This reminds me of trying to be fair"
"WCLS11576","this reminds me of two people negotiating down and one getting a much better dela than the other."
"WCLS11577","This reminds me of wealthy people giving scraps to needy people."
"WCLS11578","This reminds me of what I see everyday where people believe they earn what they earned and no one else should be able to get any, a capitalistic approach"
"WCLS11579","This reminds me of when a store offers a product at half price."
"WCLS11580","This reminds me of when I gave a man money to get his insulin shots even though I only had a little money left myself"
"WCLS11581","This reminds me of when I have kept the change from when I've bought something with someone else's monies."
"WCLS11582","This reminds me of when I have purchased an item that someone did not originally want. I purchased a jacket from a friend and just paid the price they purchased it for."
"WCLS11583","This reminds me of when I have split the cost 50/50 with my siblings to a gift we bought for our parents."
"WCLS11584","This reminds me of when I purchased a product on sale at a clothes shop. This item was reduced slightly as the shop struggled to sell it."
"WCLS11585","This reminds me of when I ran behind schedule and had to get a project completed by a deadline. Because of the lack of time to polish and less of a time cushion for the client, I could see reducing the price a bit just to get it finished."
"WCLS11586","This reminds me of when I recently sold some collectible items and I stated the price was firm and not negotiable."
"WCLS11587","This reminds me of when my kids text me asking for snack money sent via apple cash."
"WCLS11588","This reminds me of when someone asks me for a discount, but I feel the original price is already fair, so I just stick to it."
"WCLS11589","This reminds me of when someone is unsure what to do in the situation"
"WCLS11590","This reminds me of when someone ordered a whole pizza but only gave my friend 1 slice of it. its another form of greed."
"WCLS11591","This reminds me of when the politicians cut off food stamps while still going home and having food for their families"
"WCLS11592","This reminds of the wealth disparity between billionaires and people living below the poverty line"
"WCLS11593","This represents a significant discount so perhaps a one-off style promotion to increase demand"
"WCLS11594","This represents accepting the status quo or sticking to the initial, provisionally assigned distribution. You believe that the computer's initial allocation ($8 to you, $4 to them) must be fair or that any adjustment isn't necessary, so you keep your $8 and they keep their $4."
"WCLS11595","This represents an act of maximal self-interest and exploitation. You use the full extent of your power to take the other person's entire provisional allocation, resulting in you having the maximum possible amount ($12) and leaving them with nothing ($0)."
"WCLS11596","This represents times when I've worked in close partnership with someone so we equally share income and profit"
"WCLS11597","This resembles a parent giving most of their dessert to their child."
"WCLS11598","This resembles a situation where two coworkers receive different bonuses, and the person with the higher bonus keeps it as is not out of hostility, but simply accepting the original allocation without changing it."
"WCLS11599","This resembles generously tipping a service worker far beyond the standard amount because you appreciate their effort or believe they deserve more than usual—like leaving a large tip for a delivery person during bad weather."
"WCLS11600","This resembles giving someone a small portion of your resources to show goodwill without giving everything away. For example, it’s like spotting a friend a few dollars for lunch not a huge amount, but enough to help and show support."
"WCLS11601","This resembles me choosing not to share the money i received—perhaps because i feel i earned it entirely myself or because i expect the other person will have other opportunities to gain resources later."
"WCLS11602","This resembles taking extra for yourself at the expense of someone else, such as a situation where one sibling takes a larger share of a family gift or allowance, leaving the other with very little."
"WCLS11603","This scenario ($12 for me, $0 for the other participant) is similar to a lottery or a contest where only one person wins the total prize."
"WCLS11604","This scenario ($4 for me, $8 for the other participant) is similar to a situation involving recognition of superior expertise or greater need."
"WCLS11605","This scenario ($6 for me, $6 for the other participant) is similar to a perfectly equitable division based on an equal partnership or a default rule of fairness."
"WCLS11606","This scenario ($8 for me, $4 for the other participant) is similar to a manager rewarding two employees based on their level of contribution to a successful project."
"WCLS11607","This scenario can be compared to a situation where two people split responsibility and there's no change whatsoever. There's no movement in allocation."
"WCLS11608","this scenario can be compared to someone posting dog walking services online for a set rate, and the client agreeing to the price without any negotiations."
"WCLS11609","This scenario involves the fact that i want to be generous and not thinking about greed in the picture"
"WCLS11610","This scenario is attributed to a fair share of resources in the name of fairness and equity"
"WCLS11611","This scenario is similar to going to a restaurant and sharing a dessert with your partner."
"WCLS11612","This scenario would be similar to someone who believes in equality no matter what and strives to make all aspects of life equal."
"WCLS11613","This seems a bit greedy, like taking advantage of someone or stealing their pay."
"WCLS11614","This seems a bit sneaky"
"WCLS11615","This seems a fair deal, as they are still receiving a portion. It would be comparable to solicitors / lawyers etc taking a fee and percentage for their part of the work."
"WCLS11616","This seems a little off"
"WCLS11617","This seems exploitative or disadvantageous and might be a situation where a more senior person is trying to encourage or reward someone in greater need."
"WCLS11618","this seems fair"
"WCLS11619","This seems fair and reasonable."
"WCLS11620","This seems fair and seems like the sort of transaction in a shop"
"WCLS11621","This seems fair, it would be half and half."
"WCLS11622","This seems generous. We don't know the other person's situation. They may need more money than I do. It's something a philanthropist would do."
"WCLS11623","This seems like a fair amount to give the other participant."
"WCLS11624","This seems like a harsh decision made from a position of power. In the same vein of reducing employee payments for a company you own while not touching your own."
"WCLS11625","This seems like a perfectly equitable thing that people who are friends would do. I am not the other participants friend"
"WCLS11626","This seems like a real world scenario when a seller would be selling to a middle-man and is trying to make a deal."
"WCLS11627","This seems like a reasonable price due to inflation risks."
"WCLS11628","This seems like a rich person donating a portion of their wealth to support a cause."
"WCLS11629","This seems like me on most days."
"WCLS11630","This seems like normal, everybody keeps their own money"
"WCLS11631","This seems like the ideal balance between democracy and capitalism. In this world, some money is moved to the person with less. This is the way things were run before. The analogy I would use is old Las Vegas. Las Vegas used to be a city that catered to all types, where people from all economic levels could come and have a good time. Casinos would offer cheap buffets and drinks, knowing that they would make their money on gambling. This is the 2 dollars going to the poorer patrons. Now Las Vegas only caters to the wealthy and everything is way too expensive and overpriced."
"WCLS11632","This seems like the imaginary situation that some people believe is supposed to happen in business when they don't understand that businesses are trying to earn a profit."
"WCLS11633","This seems like too much"
"WCLS11634","This seems more fair. This is like if you go out to eat with a friend and you each decide to split the bill evenly. With this you get half and the other person gets half."
"WCLS11635","This seems more similar to a person bringing a homemade cake to their friends or a party for someone else, and they only get one slice of their cake while the person receiving it (maybe for a birthday) will get to keep the remaining slices to share however they choose."
"WCLS11636","This seems quite mean and not very respectful. It would be like giving someone a quarter of a sandwich when I've eaten most of it."
"WCLS11637","This seems quite unfair"
"WCLS11638","This seems reasonable but doesn’t leave any room for the other participant to profit"
"WCLS11639","This seems reasonable it respects the value of the information"
"WCLS11640","This seems rude to not give enough"
"WCLS11641","This seems the fairest option, like friends collaborating on something."
"WCLS11642","This seems very fair and equal, like in a marriage"
"WCLS11643","This seems very greedy and unfair."
"WCLS11644","This seems very unfair. And I struggle to match it to a real life situation because I'm taking all of someone's money."
"WCLS11645","This seems very unlikely unless there is financial news changing the market value."
"WCLS11646","this seems vry greedy like the corporate world"
"WCLS11647","This seems. having a bar of chocolate and dividing it equally between 2 people."
"WCLS11648","this shows a situation of greed, its unfair to the other person. and doesn't show respect for the other person."
"WCLS11649","this shows how greedy a person can be and the fact of not sharing isnt fair on the other participant. if this is going to work you have to trust the other person."
"WCLS11650","This si just like giving money to my children to real reason just do it"
"WCLS11651","This similar to above is a greatly reduced price for an item."
"WCLS11652","This simply puts me in mind of a fair minded person."
"WCLS11653","This situation can be referred to being kind and generous to help the other party in question"
"WCLS11654","This situation feels similar to when a child has $12 at a gas station and their friend has no money. The child gives the friend $4 so they can buy a snack, while still keeping enough to get what they want for themselves. It’s a way of sharing but not giving up everything."
"WCLS11655","This situation is again similar to not buying a friend some food when you're out because they don't have any money."
"WCLS11656","This situation is like giving some money to a friend for there birthday."
"WCLS11657","This situation is like giving to charity."
"WCLS11658","This situation is similar to a dominant partner in a small business dissolving the partnership and claiming all the remaining joint assets, leaving the junior partner with nothing."
"WCLS11659","This situation is similar to a firm deciding to strictly uphold the original terms of a contract or agreement, even when they have the ability to change them."
"WCLS11660","This situation is similar to a friend with a slightly larger opportunity splitting a small, unexpected financial gain to make the final outcome equitable."
"WCLS11661","This situation is similar to a wealthier or more powerful person ceding a large portion of their advantage to benefit someone who started at a clear disadvantage, resulting in an exact reversal of the starting positions."
"WCLS11662","This situation is similar to giving money to a friend to help cover the cost of something that the friend wants, but does not have enough money on them at the moment to buy it."
"WCLS11663","This situation is similar to transferring $4. It’s a generous, but manageable gesture, showing that you’re willing to help balance the scales even if it means giving up a portion of your initial advantage. It’s a compassionate act, and while it might not dramatically affect your own situation, it does benefit the other person significantly."
"WCLS11664","This situation is unfair and impossible."
"WCLS11665","This situation reminds me of a school bully stealing someone's lunch money. It feels unfair and lacks compassion."
"WCLS11666","This situation wold be similar to two kids of same age getting pocket money and one unfairly gets more then the other, to make it equal"
"WCLS11667","this situation would apply to someone i don't know"
"WCLS11668","this situation would apply to someone who had hurt me emotionally rather than physically"
"WCLS11669","This sounds better than a negative number"
"WCLS11670","This sounds like a partnership deal where the proceeds matched the revenue from our work per our agreement."
"WCLS11671","This sounds like a partnership deal where we had to use my parner's payment processor account that cost him a processing fee that was only settled by me giving him an extra 4$ from the transaction."
"WCLS11672","This sounds like a partnership deal where we had to use my payment processor account that cost me a processing fee that was only settled by me getting an extra 4$ from the transaction."
"WCLS11673","This sounds like a token gesture. Not looking to level the playing field by transferring all of your resources, but making sure you have enough for yourself, too."
"WCLS11674","This sounds like something I would do in order to ensure that everything seems fair and equitable"
"WCLS11675","This sounds unfair when I already have more than them. I haven't done anything to warrant the higher provisional amount. It's like showing no gratitude to someone when you're in a stronger position."
"WCLS11676","This still feels a little greedy, but it feels like being 'taxed' on money i didn't earn, where i don't necessarily deserve all of it but would like to keep as much as possible"
"WCLS11677","This to me is similar to a coin flip., Feels fair, balanced"
"WCLS11678","This transfer feels like a modest, fair contribution when you're trying to balance things out without going too far. It’s not a huge amount, but it’s enough to show you’re making an effort to be fair while respecting the generosity of the other person. It's a small gesture of goodwill without dramatically changing the balance."
"WCLS11679","This was the day i was feeling generous"
"WCLS11680","This week's transfers to others."
"WCLS11681","This will be a fair share sine we will be both having the same amount"
"WCLS11682","This will be making it even for everyone. It is a just way of handling the matter."
"WCLS11683","This will be similar to attempting to send money to a friend only to find out that the wrong method or a mistake was made during the transfer which resulted in no funds being transferred"
"WCLS11684","This will be similar to me gifting my husband, maybe buy him a treat on a lunch date."
